"Título de trazado: E2"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Dirección del viento, ø (LGR S/N: 20682654, SEN S/N: 20679482, LBL: N/S)"
3580,06/11/21 04:13:05 AM,2.412,3.600,151.6
3581,06/11/21 04:14:05 AM,3.600,3.600,151.6
3582,06/11/21 04:15:05 AM,2.412,3.600,151.6
3583,06/11/21 04:16:05 AM,3.600,4.824,151.6
3584,06/11/21 04:17:05 AM,3.600,4.824,151.6
3585,06/11/21 04:18:05 AM,4.824,6.012,151.6
3586,06/11/21 04:19:05 AM,6.012,7.200,151.6
3587,06/11/21 04:20:05 AM,4.824,6.012,151.6
3588,06/11/21 04:21:05 AM,3.600,4.824,151.6
3589,06/11/21 04:22:05 AM,2.412,3.600,151.6
3590,06/11/21 04:23:05 AM,2.412,3.600,151.6
3591,06/11/21 04:24:05 AM,3.600,4.824,151.6
3592,06/11/21 04:25:05 AM,3.600,4.824,151.6
3593,06/11/21 04:26:05 AM,4.824,4.824,151.6
3594,06/11/21 04:27:05 AM,4.824,6.012,153.0
3595,06/11/21 04:28:05 AM,3.600,4.824,153.0
3596,06/11/21 04:29:05 AM,6.012,7.200,153.0
3597,06/11/21 04:30:05 AM,3.600,4.824,151.6
3598,06/11/21 04:31:05 AM,3.600,4.824,153.0
3599,06/11/21 04:32:05 AM,4.824,6.012,153.0
3600,06/11/21 04:33:05 AM,4.824,6.012,153.0
3601,06/11/21 04:34:05 AM,4.824,6.012,153.0
3602,06/11/21 04:35:05 AM,6.012,6.012,153.0
3603,06/11/21 04:36:05 AM,6.012,7.200,153.0
3604,06/11/21 04:37:05 AM,6.012,7.200,153.0
3605,06/11/21 04:38:05 AM,6.012,8.424,153.0
3606,06/11/21 04:39:05 AM,7.200,8.424,153.0
3607,06/11/21 04:40:05 AM,6.012,7.200,153.0
3608,06/11/21 04:41:05 AM,4.824,6.012,153.0
3609,06/11/21 04:42:05 AM,3.600,4.824,153.0
3610,06/11/21 04:43:05 AM,4.824,6.012,153.0
3611,06/11/21 04:44:05 AM,4.824,6.012,153.0
3612,06/11/21 04:45:05 AM,4.824,6.012,153.0
3613,06/11/21 04:46:05 AM,4.824,6.012,153.0
3614,06/11/21 04:47:05 AM,2.412,4.824,153.0
3615,06/11/21 04:48:05 AM,3.600,4.824,153.0
3616,06/11/21 04:49:05 AM,3.600,4.824,153.0
3617,06/11/21 04:50:05 AM,3.600,3.600,153.0
3618,06/11/21 04:51:05 AM,2.412,3.600,153.0
3619,06/11/21 04:52:05 AM,2.412,2.412,153.0
3620,06/11/21 04:53:05 AM,1.188,2.412,153.0
3621,06/11/21 04:54:05 AM,2.412,3.600,153.0
3622,06/11/21 04:55:05 AM,3.600,4.824,153.0
3623,06/11/21 04:56:05 AM,2.412,4.824,153.0
3624,06/11/21 04:57:05 AM,2.412,3.600,153.0
3625,06/11/21 04:58:05 AM,2.412,2.412,153.0
3626,06/11/21 04:59:05 AM,3.600,4.824,153.0
3627,06/11/21 05:00:05 AM,3.600,3.600,153.0
3628,06/11/21 05:01:05 AM,3.600,4.824,153.0
3629,06/11/21 05:02:05 AM,2.412,3.600,153.0
3630,06/11/21 05:03:05 AM,2.412,4.824,153.0
3631,06/11/21 05:04:05 AM,4.824,4.824,153.0
3632,06/11/21 05:05:05 AM,4.824,6.012,153.0
3633,06/11/21 05:06:05 AM,3.600,4.824,153.0
3634,06/11/21 05:07:05 AM,3.600,6.012,153.0
3635,06/11/21 05:08:05 AM,4.824,6.012,153.0
3636,06/11/21 05:09:05 AM,3.600,4.824,153.0
3637,06/11/21 05:10:05 AM,2.412,3.600,153.0
3638,06/11/21 05:11:05 AM,4.824,6.012,153.0
3639,06/11/21 05:12:05 AM,7.200,8.424,153.0
3640,06/11/21 05:13:05 AM,6.012,7.200,153.0
3641,06/11/21 05:14:05 AM,4.824,6.012,153.0
3642,06/11/21 05:15:05 AM,4.824,7.200,153.0
3643,06/11/21 05:16:05 AM,6.012,7.200,153.0
3644,06/11/21 05:17:05 AM,6.012,8.424,153.0
3645,06/11/21 05:18:05 AM,6.012,7.200,153.0
3646,06/11/21 05:19:05 AM,7.200,8.424,153.0
3647,06/11/21 05:20:05 AM,6.012,7.200,153.0
3648,06/11/21 05:21:05 AM,7.200,9.612,168.5
3649,06/11/21 05:22:05 AM,7.200,8.424,178.3
3650,06/11/21 05:23:05 AM,6.012,7.200,178.3
3651,06/11/21 05:24:05 AM,6.012,7.200,178.3
3652,06/11/21 05:25:05 AM,7.200,8.424,178.3
3653,06/11/21 05:26:05 AM,4.824,6.012,178.3
3654,06/11/21 05:27:05 AM,1.188,2.412,178.3
3655,06/11/21 05:28:05 AM,3.600,4.824,178.3
3656,06/11/21 05:29:05 AM,2.412,2.412,176.9
3657,06/11/21 05:30:05 AM,3.600,6.012,176.9
3658,06/11/21 05:31:05 AM,3.600,6.012,178.3
3659,06/11/21 05:32:05 AM,7.200,10.836,153.0
3660,06/11/21 05:33:05 AM,6.012,7.200,119.3
3661,06/11/21 05:34:05 AM,6.012,8.424,181.1
3662,06/11/21 05:35:05 AM,12.024,13.212,228.8
3663,06/11/21 05:36:05 AM,14.436,15.624,235.9
3664,06/11/21 05:37:05 AM,12.024,14.436,235.9
3665,06/11/21 05:38:05 AM,9.612,12.024,237.3
3666,06/11/21 05:39:05 AM,4.824,7.200,242.9
3667,06/11/21 05:40:05 AM,1.188,3.600,244.3
3668,06/11/21 05:41:05 AM,1.188,2.412,244.3
3669,06/11/21 05:42:05 AM,0.000,1.188,244.3
3670,06/11/21 05:43:05 AM,0.000,0.000,244.3
3671,06/11/21 05:44:05 AM,0.000,0.000,244.3
3672,06/11/21 05:45:05 AM,0.000,2.412,244.3
3673,06/11/21 05:46:05 AM,1.188,4.824,244.3
3674,06/11/21 05:47:05 AM,4.824,8.424,244.3
3675,06/11/21 05:48:05 AM,3.600,7.200,241.5
3676,06/11/21 05:49:05 AM,9.612,12.024,154.4
3677,06/11/21 05:50:05 AM,9.612,13.212,146.0
3678,06/11/21 05:51:05 AM,7.200,9.612,151.6
3679,06/11/21 05:52:05 AM,6.012,10.836,171.3
3680,06/11/21 05:53:05 AM,7.200,10.836,221.8
3681,06/11/21 05:54:05 AM,8.424,10.836,161.5
3682,06/11/21 05:55:05 AM,6.012,9.612,181.1
3683,06/11/21 05:56:05 AM,7.200,10.836,199.4
3684,06/11/21 05:57:05 AM,7.200,9.612,181.1
3685,06/11/21 05:58:05 AM,9.612,10.836,164.3
3686,06/11/21 05:59:05 AM,7.200,9.612,162.9
3687,06/11/21 06:00:05 AM,8.424,9.612,165.7
3688,06/11/21 06:01:05 AM,8.424,9.612,165.7
3689,06/11/21 06:02:05 AM,8.424,9.612,165.7
3690,06/11/21 06:03:05 AM,7.200,8.424,164.3
3691,06/11/21 06:04:05 AM,8.424,9.612,165.7
3692,06/11/21 06:05:05 AM,9.612,10.836,158.6
3693,06/11/21 06:06:05 AM,8.424,10.836,151.6
3694,06/11/21 06:07:05 AM,7.200,9.612,151.6
3695,06/11/21 06:08:05 AM,8.424,10.836,151.6
3696,06/11/21 06:09:05 AM,8.424,9.612,151.6
3697,06/11/21 06:10:05 AM,6.012,7.200,144.6
3698,06/11/21 06:11:05 AM,6.012,9.612,139.0
3699,06/11/21 06:12:05 AM,8.424,10.836,144.6
3700,06/11/21 06:13:05 AM,9.612,10.836,150.2
3701,06/11/21 06:14:05 AM,9.612,12.024,151.6
3702,06/11/21 06:15:05 AM,9.612,12.024,153.0
3703,06/11/21 06:16:05 AM,10.836,12.024,148.8
3704,06/11/21 06:17:05 AM,9.612,10.836,144.6
3705,06/11/21 06:18:05 AM,9.612,12.024,146.0
3706,06/11/21 06:19:05 AM,6.012,7.200,144.6
3707,06/11/21 06:20:05 AM,6.012,7.200,137.6
3708,06/11/21 06:21:05 AM,3.600,6.012,137.6
3709,06/11/21 06:22:05 AM,8.424,14.436,134.8
3710,06/11/21 06:23:05 AM,8.424,12.024,136.2
3711,06/11/21 06:24:05 AM,8.424,10.836,133.4
3712,06/11/21 06:25:05 AM,6.012,9.612,132.0
3713,06/11/21 06:26:05 AM,4.824,7.200,147.4
3714,06/11/21 06:27:05 AM,7.200,10.836,150.2
3715,06/11/21 06:28:05 AM,7.200,9.612,127.8
3716,06/11/21 06:29:05 AM,8.424,12.024,153.0
3717,06/11/21 06:30:05 AM,2.412,4.824,172.7
3718,06/11/21 06:31:05 AM,2.412,7.200,171.3
3719,06/11/21 06:32:05 AM,9.612,10.836,116.5
3720,06/11/21 06:33:05 AM,6.012,8.424,132.0
3721,06/11/21 06:34:05 AM,7.200,9.612,203.6
3722,06/11/21 06:35:05 AM,7.200,10.836,186.7
3723,06/11/21 06:36:05 AM,10.836,13.212,157.2
3724,06/11/21 06:37:05 AM,10.836,14.436,150.2
3725,06/11/21 06:38:05 AM,7.200,9.612,154.4
3726,06/11/21 06:39:05 AM,10.836,13.212,176.9
3727,06/11/21 06:40:05 AM,12.024,16.848,155.8
3728,06/11/21 06:41:05 AM,8.424,12.024,161.5
3729,06/11/21 06:42:05 AM,8.424,10.836,153.0
3730,06/11/21 06:43:05 AM,6.012,8.424,155.8
3731,06/11/21 06:44:05 AM,6.012,10.836,155.8
3732,06/11/21 06:45:05 AM,8.424,9.612,154.4
3733,06/11/21 06:46:05 AM,9.612,13.212,154.4
3734,06/11/21 06:47:05 AM,7.200,9.612,165.7
3735,06/11/21 06:48:05 AM,8.424,9.612,167.1
3736,06/11/21 06:49:05 AM,4.824,6.012,167.1
3737,06/11/21 06:50:05 AM,6.012,7.200,167.1
3738,06/11/21 06:51:05 AM,4.824,6.012,167.1
3739,06/11/21 06:52:05 AM,2.412,4.824,167.1
3740,06/11/21 06:53:05 AM,7.200,9.612,158.6
3741,06/11/21 06:54:05 AM,7.200,9.612,133.4
3742,06/11/21 06:55:05 AM,6.012,7.200,133.4
3743,06/11/21 06:56:05 AM,6.012,8.424,133.4
3744,06/11/21 06:57:05 AM,6.012,8.424,133.4
3745,06/11/21 06:58:05 AM,8.424,9.612,134.8
3746,06/11/21 06:59:05 AM,8.424,10.836,139.0
3747,06/11/21 07:00:05 AM,8.424,9.612,141.8
3748,06/11/21 07:01:05 AM,8.424,9.612,143.2
3749,06/11/21 07:02:05 AM,7.200,8.424,144.6
3750,06/11/21 07:03:05 AM,7.200,8.424,144.6
3751,06/11/21 07:04:05 AM,7.200,8.424,144.6
3752,06/11/21 07:05:05 AM,7.200,8.424,144.6
3753,06/11/21 07:06:05 AM,6.012,7.200,146.0
3754,06/11/21 07:07:05 AM,2.412,3.600,146.0
3755,06/11/21 07:08:05 AM,2.412,4.824,146.0
3756,06/11/21 07:09:05 AM,2.412,3.600,144.6
3757,06/11/21 07:10:05 AM,2.412,2.412,144.6
3758,06/11/21 07:11:05 AM,2.412,3.600,144.6
3759,06/11/21 07:12:05 AM,1.188,2.412,144.6
3760,06/11/21 07:13:05 AM,0.000,0.000,144.6
3761,06/11/21 07:14:05 AM,0.000,0.000,144.6
3762,06/11/21 07:15:05 AM,0.000,0.000,144.6
3763,06/11/21 07:16:05 AM,0.000,0.000,144.6
3764,06/11/21 07:17:05 AM,0.000,0.000,144.6
3765,06/11/21 07:18:05 AM,1.188,2.412,144.6
3766,06/11/21 07:19:05 AM,1.188,2.412,144.6
3767,06/11/21 07:20:05 AM,1.188,1.188,144.6
3768,06/11/21 07:21:05 AM,0.000,2.412,144.6
3769,06/11/21 07:22:05 AM,0.000,1.188,144.6
3770,06/11/21 07:23:05 AM,0.000,0.000,144.6
3771,06/11/21 07:24:05 AM,0.000,0.000,144.6
3772,06/11/21 07:25:05 AM,1.188,2.412,144.6
3773,06/11/21 07:26:05 AM,1.188,2.412,144.6
3774,06/11/21 07:27:05 AM,1.188,2.412,144.6
3775,06/11/21 07:28:05 AM,1.188,2.412,144.6
3776,06/11/21 07:29:05 AM,0.000,2.412,144.6
3777,06/11/21 07:30:05 AM,2.412,4.824,144.6
3778,06/11/21 07:31:05 AM,4.824,7.200,147.4
3779,06/11/21 07:32:05 AM,1.188,3.600,148.8
3780,06/11/21 07:33:05 AM,2.412,3.600,148.8
3781,06/11/21 07:34:05 AM,0.000,1.188,148.8
3782,06/11/21 07:35:05 AM,0.000,0.000,148.8
3783,06/11/21 07:36:05 AM,0.000,0.000,148.8
3784,06/11/21 07:37:05 AM,0.000,0.000,148.8
3785,06/11/21 07:38:05 AM,0.000,1.188,148.8
3786,06/11/21 07:39:05 AM,3.600,6.012,147.4
3787,06/11/21 07:40:05 AM,9.612,13.212,110.9
3788,06/11/21 07:41:05 AM,7.200,8.424,109.5
3789,06/11/21 07:42:05 AM,6.012,9.612,105.3
3790,06/11/21 07:43:05 AM,6.012,9.612,105.3
3791,06/11/21 07:44:05 AM,7.200,9.612,98.3
3792,06/11/21 07:45:05 AM,6.012,9.612,98.3
3793,06/11/21 07:46:05 AM,4.824,6.012,85.6
3794,06/11/21 07:47:05 AM,3.600,6.012,82.8
3795,06/11/21 07:48:05 AM,3.600,6.012,95.5
3796,06/11/21 07:49:05 AM,1.188,3.600,96.9
3797,06/11/21 07:50:05 AM,3.600,6.012,116.5
3798,06/11/21 07:51:05 AM,2.412,6.012,124.9
3799,06/11/21 07:52:05 AM,2.412,6.012,122.1
3800,06/11/21 07:53:05 AM,2.412,7.200,66.0
3801,06/11/21 07:54:05 AM,0.000,1.188,66.0
3802,06/11/21 07:55:05 AM,0.000,1.188,66.0
3803,06/11/21 07:56:05 AM,1.188,2.412,64.6
3804,06/11/21 07:57:05 AM,1.188,2.412,64.6
3805,06/11/21 07:58:05 AM,1.188,4.824,64.6
3806,06/11/21 07:59:05 AM,6.012,13.212,119.3
3807,06/11/21 08:00:05 AM,7.200,10.836,143.2
3808,06/11/21 08:01:05 AM,7.200,13.212,141.8
3809,06/11/21 08:02:05 AM,6.012,8.424,157.2
3810,06/11/21 08:03:05 AM,3.600,9.612,154.4
3811,06/11/21 08:04:05 AM,10.836,15.624,134.8
3812,06/11/21 08:05:05 AM,7.200,12.024,202.2
3813,06/11/21 08:06:05 AM,6.012,8.424,209.2
3814,06/11/21 08:07:05 AM,6.012,7.200,165.7
3815,06/11/21 08:08:05 AM,8.424,13.212,141.8
3816,06/11/21 08:09:05 AM,4.824,6.012,157.2
3817,06/11/21 08:10:05 AM,3.600,4.824,157.2
3818,06/11/21 08:11:05 AM,4.824,8.424,154.4
3819,06/11/21 08:12:05 AM,9.612,13.212,134.8
3820,06/11/21 08:13:05 AM,9.612,13.212,120.7
3821,06/11/21 08:14:05 AM,6.012,9.612,117.9
3822,06/11/21 08:15:05 AM,3.600,6.012,185.3
3823,06/11/21 08:16:05 AM,1.188,2.412,199.4
3824,06/11/21 08:17:05 AM,3.600,6.012,237.3
3825,06/11/21 08:18:05 AM,2.412,3.600,258.3
3826,06/11/21 08:19:05 AM,4.824,7.200,153.0
3827,06/11/21 08:20:05 AM,3.600,6.012,141.8
3828,06/11/21 08:21:05 AM,6.012,7.200,144.6
3829,06/11/21 08:22:05 AM,6.012,7.200,144.6
3830,06/11/21 08:23:05 AM,6.012,7.200,144.6
3831,06/11/21 08:24:05 AM,4.824,7.200,144.6
3832,06/11/21 08:25:05 AM,1.188,3.600,144.6
3833,06/11/21 08:26:05 AM,3.600,4.824,144.6
3834,06/11/21 08:27:05 AM,3.600,4.824,144.6
3835,06/11/21 08:28:05 AM,2.412,3.600,144.6
3836,06/11/21 08:29:05 AM,2.412,3.600,144.6
3837,06/11/21 08:30:05 AM,1.188,2.412,144.6
3838,06/11/21 08:31:05 AM,3.600,6.012,144.6
3839,06/11/21 08:32:05 AM,4.824,6.012,144.6
3840,06/11/21 08:33:05 AM,3.600,4.824,144.6
3841,06/11/21 08:34:05 AM,3.600,4.824,144.6
3842,06/11/21 08:35:05 AM,4.824,6.012,144.6
3843,06/11/21 08:36:05 AM,3.600,4.824,144.6
3844,06/11/21 08:37:05 AM,2.412,3.600,144.6
3845,06/11/21 08:38:05 AM,3.600,3.600,144.6
3846,06/11/21 08:39:05 AM,4.824,6.012,144.6
3847,06/11/21 08:40:05 AM,4.824,7.200,144.6
3848,06/11/21 08:41:05 AM,7.200,8.424,144.6
3849,06/11/21 08:42:05 AM,6.012,8.424,144.6
3850,06/11/21 08:43:05 AM,7.200,8.424,146.0
3851,06/11/21 08:44:05 AM,6.012,6.012,146.0
3852,06/11/21 08:45:05 AM,6.012,7.200,146.0
3853,06/11/21 08:46:05 AM,6.012,8.424,146.0
3854,06/11/21 08:47:05 AM,6.012,8.424,146.0
3855,06/11/21 08:48:05 AM,4.824,7.200,146.0
3856,06/11/21 08:49:05 AM,3.600,6.012,146.0
3857,06/11/21 08:50:05 AM,3.600,4.824,146.0
3858,06/11/21 08:51:05 AM,3.600,4.824,146.0
3859,06/11/21 08:52:05 AM,2.412,3.600,146.0
3860,06/11/21 08:53:05 AM,2.412,3.600,146.0
3861,06/11/21 08:54:05 AM,1.188,3.600,146.0
3862,06/11/21 08:55:05 AM,0.000,1.188,146.0
3863,06/11/21 08:56:05 AM,0.000,0.000,146.0
3864,06/11/21 08:57:05 AM,0.000,0.000,146.0
3865,06/11/21 08:58:05 AM,0.000,0.000,146.0
3866,06/11/21 08:59:05 AM,2.412,3.600,146.0
3867,06/11/21 09:00:05 AM,2.412,3.600,146.0
3868,06/11/21 09:01:05 AM,2.412,3.600,146.0
3869,06/11/21 09:02:05 AM,2.412,2.412,146.0
3870,06/11/21 09:03:05 AM,0.000,2.412,146.0
3871,06/11/21 09:04:05 AM,0.000,0.000,146.0
3872,06/11/21 09:05:05 AM,0.000,0.000,146.0
3873,06/11/21 09:06:05 AM,0.000,0.000,146.0
3874,06/11/21 09:07:05 AM,0.000,0.000,146.0
3875,06/11/21 09:08:05 AM,0.000,0.000,146.0
3876,06/11/21 09:09:05 AM,0.000,0.000,146.0
3877,06/11/21 09:10:05 AM,0.000,0.000,146.0
3878,06/11/21 09:11:05 AM,0.000,0.000,146.0
3879,06/11/21 09:12:05 AM,0.000,0.000,146.0
3880,06/11/21 09:13:05 AM,0.000,0.000,146.0
3881,06/11/21 09:14:05 AM,0.000,0.000,146.0
3882,06/11/21 09:15:05 AM,0.000,0.000,146.0
3883,06/11/21 09:16:05 AM,0.000,0.000,146.0
3884,06/11/21 09:17:05 AM,0.000,0.000,146.0
3885,06/11/21 09:18:05 AM,0.000,0.000,146.0
3886,06/11/21 09:19:05 AM,0.000,0.000,146.0
3887,06/11/21 09:20:05 AM,0.000,0.000,146.0
3888,06/11/21 09:21:05 AM,0.000,0.000,146.0
3889,06/11/21 09:22:05 AM,0.000,0.000,146.0
3890,06/11/21 09:23:05 AM,0.000,0.000,146.0
3891,06/11/21 09:24:05 AM,0.000,0.000,146.0
3892,06/11/21 09:25:05 AM,0.000,0.000,146.0
3893,06/11/21 09:26:05 AM,0.000,0.000,146.0
3894,06/11/21 09:27:05 AM,0.000,0.000,146.0
3895,06/11/21 09:28:05 AM,0.000,0.000,146.0
3896,06/11/21 09:29:05 AM,0.000,2.412,146.0
3897,06/11/21 09:30:05 AM,2.412,3.600,146.0
3898,06/11/21 09:31:05 AM,2.412,3.600,146.0
3899,06/11/21 09:32:05 AM,2.412,3.600,146.0
3900,06/11/21 09:33:05 AM,3.600,4.824,146.0
3901,06/11/21 09:34:05 AM,3.600,4.824,146.0
3902,06/11/21 09:35:05 AM,3.600,4.824,146.0
3903,06/11/21 09:36:05 AM,3.600,3.600,146.0
3904,06/11/21 09:37:05 AM,2.412,3.600,146.0
3905,06/11/21 09:38:05 AM,2.412,2.412,146.0
3906,06/11/21 09:39:05 AM,2.412,2.412,146.0
3907,06/11/21 09:40:05 AM,1.188,2.412,146.0
3908,06/11/21 09:41:05 AM,1.188,2.412,146.0
3909,06/11/21 09:42:05 AM,1.188,1.188,146.0
3910,06/11/21 09:43:05 AM,0.000,0.000,146.0
3911,06/11/21 09:44:05 AM,0.000,0.000,146.0
3912,06/11/21 09:45:05 AM,0.000,0.000,146.0
3913,06/11/21 09:46:05 AM,0.000,0.000,146.0
3914,06/11/21 09:47:05 AM,0.000,0.000,146.0
3915,06/11/21 09:48:05 AM,0.000,0.000,146.0
3916,06/11/21 09:49:05 AM,0.000,0.000,146.0
3917,06/11/21 09:50:05 AM,0.000,0.000,146.0
3918,06/11/21 09:51:05 AM,0.000,0.000,146.0
3919,06/11/21 09:52:05 AM,0.000,0.000,146.0
3920,06/11/21 09:53:05 AM,0.000,0.000,146.0
3921,06/11/21 09:54:05 AM,0.000,0.000,146.0
3922,06/11/21 09:55:05 AM,0.000,0.000,146.0
3923,06/11/21 09:56:05 AM,0.000,0.000,146.0
3924,06/11/21 09:57:05 AM,0.000,0.000,146.0
3925,06/11/21 09:58:05 AM,0.000,0.000,146.0
3926,06/11/21 09:59:05 AM,0.000,0.000,146.0
3927,06/11/21 10:00:05 AM,0.000,0.000,146.0
3928,06/11/21 10:01:05 AM,0.000,0.000,146.0
3929,06/11/21 10:02:05 AM,0.000,0.000,146.0
3930,06/11/21 10:03:05 AM,0.000,1.188,146.0
3931,06/11/21 10:04:05 AM,2.412,3.600,146.0
3932,06/11/21 10:05:05 AM,2.412,3.600,146.0
3933,06/11/21 10:06:05 AM,2.412,3.600,146.0
3934,06/11/21 10:07:05 AM,1.188,3.600,146.0
3935,06/11/21 10:08:05 AM,1.188,3.600,146.0
3936,06/11/21 10:09:05 AM,1.188,2.412,146.0
3937,06/11/21 10:10:05 AM,0.000,1.188,146.0
3938,06/11/21 10:11:05 AM,0.000,0.000,146.0
3939,06/11/21 10:12:05 AM,2.412,3.600,146.0
3940,06/11/21 10:13:05 AM,3.600,4.824,146.0
3941,06/11/21 10:14:05 AM,4.824,4.824,146.0
3942,06/11/21 10:15:05 AM,4.824,6.012,147.4
3943,06/11/21 10:16:05 AM,4.824,6.012,148.8
3944,06/11/21 10:17:05 AM,4.824,6.012,148.8
3945,06/11/21 10:18:05 AM,4.824,6.012,148.8
3946,06/11/21 10:19:05 AM,3.600,4.824,148.8
3947,06/11/21 10:20:05 AM,4.824,6.012,148.8
3948,06/11/21 10:21:05 AM,4.824,6.012,153.0
3949,06/11/21 10:22:05 AM,4.824,6.012,162.9
3950,06/11/21 10:23:05 AM,4.824,6.012,168.5
3951,06/11/21 10:24:05 AM,4.824,6.012,168.5
3952,06/11/21 10:25:05 AM,4.824,6.012,168.5
3953,06/11/21 10:26:05 AM,3.600,4.824,168.5
3954,06/11/21 10:27:05 AM,2.412,3.600,169.9
3955,06/11/21 10:28:05 AM,2.412,3.600,169.9
3956,06/11/21 10:29:05 AM,2.412,2.412,169.9
3957,06/11/21 10:30:05 AM,0.000,0.000,169.9
3958,06/11/21 10:31:05 AM,1.188,2.412,169.9
3959,06/11/21 10:32:05 AM,3.600,4.824,168.5
3960,06/11/21 10:33:05 AM,4.824,9.612,117.9
3961,06/11/21 10:34:05 AM,3.600,4.824,355.2
3962,06/11/21 10:35:05 AM,3.600,6.012,355.2
3963,06/11/21 10:36:05 AM,3.600,4.824,355.2
3964,06/11/21 10:37:05 AM,1.188,2.412,355.2
3965,06/11/21 10:38:05 AM,1.188,4.824,355.2
3966,06/11/21 10:39:05 AM,2.412,3.600,355.2
3967,06/11/21 10:40:05 AM,4.824,6.012,355.2
3968,06/11/21 10:41:05 AM,2.412,4.824,355.2
3969,06/11/21 10:42:05 AM,1.188,2.412,355.2
3970,06/11/21 10:43:05 AM,1.188,2.412,355.2
3971,06/11/21 10:44:05 AM,3.600,6.012,355.2
3972,06/11/21 10:45:05 AM,1.188,2.412,355.2
3973,06/11/21 10:46:05 AM,2.412,3.600,355.2
3974,06/11/21 10:47:05 AM,3.600,6.012,355.2
3975,06/11/21 10:48:05 AM,0.000,1.188,355.2
3976,06/11/21 10:49:05 AM,1.188,3.600,355.2
3977,06/11/21 10:50:05 AM,3.600,6.012,355.2
3978,06/11/21 10:51:05 AM,6.012,7.200,355.2
3979,06/11/21 10:52:05 AM,4.824,7.200,355.2
3980,06/11/21 10:53:05 AM,4.824,6.012,355.2
3981,06/11/21 10:54:05 AM,4.824,7.200,355.2
3982,06/11/21 10:55:05 AM,4.824,6.012,355.2
3983,06/11/21 10:56:05 AM,3.600,6.012,355.2
3984,06/11/21 10:57:05 AM,3.600,4.824,355.2
3985,06/11/21 10:58:05 AM,2.412,4.824,355.2
3986,06/11/21 10:59:05 AM,4.824,7.200,355.2
3987,06/11/21 11:00:05 AM,4.824,7.200,355.2
3988,06/11/21 11:01:05 AM,4.824,7.200,355.2
3989,06/11/21 11:02:05 AM,6.012,7.200,355.2
3990,06/11/21 11:03:05 AM,7.200,8.424,352.4
3991,06/11/21 11:04:05 AM,8.424,12.024,348.2
3992,06/11/21 11:05:05 AM,4.824,7.200,346.8
3993,06/11/21 11:06:05 AM,6.012,9.612,342.6
3994,06/11/21 11:07:05 AM,8.424,10.836,339.7
3995,06/11/21 11:08:05 AM,8.424,12.024,345.4
3996,06/11/21 11:09:05 AM,7.200,9.612,355.2
3997,06/11/21 11:10:05 AM,6.012,9.612,2.8
3998,06/11/21 11:11:05 AM,4.824,8.424,0.0
3999,06/11/21 11:12:05 AM,8.424,13.212,148.8
4000,06/11/21 11:13:05 AM,6.012,8.424,148.8
4001,06/11/21 11:14:05 AM,4.824,7.200,0.0
4002,06/11/21 11:15:05 AM,4.824,6.012,0.0
4003,06/11/21 11:16:05 AM,4.824,7.200,0.0
4004,06/11/21 11:17:05 AM,1.188,2.412,0.0
4005,06/11/21 11:18:05 AM,2.412,6.012,5.6
4006,06/11/21 11:19:05 AM,4.824,7.200,75.8
4007,06/11/21 11:20:05 AM,3.600,4.824,355.2
4008,06/11/21 11:21:05 AM,3.600,4.824,355.2
4009,06/11/21 11:22:05 AM,4.824,8.424,320.1
4010,06/11/21 11:23:05 AM,4.824,6.012,294.8
4011,06/11/21 11:24:05 AM,3.600,4.824,294.8
4012,06/11/21 11:25:05 AM,1.188,3.600,294.8
4013,06/11/21 11:26:05 AM,0.000,1.188,294.8
4014,06/11/21 11:27:05 AM,1.188,3.600,294.8
4015,06/11/21 11:28:05 AM,1.188,2.412,294.8
4016,06/11/21 11:29:05 AM,4.824,12.024,331.3
4017,06/11/21 11:30:05 AM,7.200,10.836,32.3
4018,06/11/21 11:31:05 AM,8.424,9.612,28.1
4019,06/11/21 11:32:05 AM,7.200,8.424,40.7
4020,06/11/21 11:33:05 AM,6.012,13.212,25.3
4021,06/11/21 11:34:05 AM,9.612,13.212,2.8
4022,06/11/21 11:35:05 AM,9.612,12.024,2.8
4023,06/11/21 11:36:05 AM,9.612,12.024,7.0
4024,06/11/21 11:37:05 AM,12.024,13.212,352.4
4025,06/11/21 11:38:05 AM,9.612,13.212,335.5
4026,06/11/21 11:39:05 AM,8.424,10.836,344.0
4027,06/11/21 11:40:05 AM,4.824,7.200,7.0
4028,06/11/21 11:41:05 AM,8.424,16.848,23.9
4029,06/11/21 11:42:05 AM,12.024,15.624,21.1
4030,06/11/21 11:43:05 AM,12.024,15.624,4.2
4031,06/11/21 11:44:05 AM,13.212,15.624,5.6
4032,06/11/21 11:45:05 AM,13.212,14.436,5.6
4033,06/11/21 11:46:05 AM,12.024,14.436,0.0
4034,06/11/21 11:47:05 AM,13.212,15.624,5.6
4035,06/11/21 11:48:05 AM,10.836,13.212,5.6
4036,06/11/21 11:49:05 AM,10.836,15.624,12.6
4037,06/11/21 11:50:05 AM,10.836,14.436,12.6
4038,06/11/21 11:51:05 AM,10.836,13.212,39.3
4039,06/11/21 11:52:05 AM,7.200,9.612,1.4
