"Título de trazado: 20682650"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682650, SEN S/N: 20679483, LBL: Km/h)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682650, SEN S/N: 20679483, LBL: Km/h)","Dirección del viento, ø (LGR S/N: 20682650, SEN S/N: 20679483, LBL: N-S)"
17448,03/25/20 11:39:00 AM,7.200,10.836,224.6
17449,03/25/20 11:40:00 AM,14.436,22.860,280.8
17450,03/25/20 11:41:00 AM,20.448,25.236,290.6
17451,03/25/20 11:42:00 AM,19.224,24.048,266.7
17452,03/25/20 11:43:00 AM,22.860,26.460,255.5
17453,03/25/20 11:44:00 AM,21.636,27.648,252.7
17454,03/25/20 11:45:00 AM,18.036,22.860,242.9
17455,03/25/20 11:46:00 AM,26.460,36.072,259.7
17456,03/25/20 11:47:00 AM,24.048,36.072,285.0
17457,03/25/20 11:48:00 AM,20.448,30.060,297.6
17458,03/25/20 11:49:00 AM,26.460,33.660,287.8
17459,03/25/20 11:50:00 AM,26.460,32.472,315.9
17460,03/25/20 11:51:00 AM,26.460,36.072,310.3
17461,03/25/20 11:52:00 AM,19.224,22.860,311.7
17462,03/25/20 11:53:00 AM,26.460,33.660,299.0
17463,03/25/20 11:54:00 AM,30.060,36.072,296.2
17464,03/25/20 11:55:00 AM,21.636,27.648,317.3
17465,03/25/20 11:56:00 AM,22.860,30.060,297.6
17466,03/25/20 11:57:00 AM,28.872,38.484,289.2
17467,03/25/20 11:58:00 AM,26.460,34.848,272.4
17468,03/25/20 11:59:00 AM,34.848,43.272,283.6
17469,03/25/20 12:00:00 PM,32.472,39.672,311.7
17470,03/25/20 12:01:00 PM,27.648,33.660,318.7
17471,03/25/20 12:02:00 PM,14.436,18.036,329.9
17472,03/25/20 12:03:00 PM,16.848,21.636,341.2
17473,03/25/20 12:04:00 PM,19.224,28.872,304.7
17474,03/25/20 12:05:00 PM,26.460,33.660,299.0
17475,03/25/20 12:06:00 PM,27.648,37.260,314.5
17476,03/25/20 12:07:00 PM,26.460,33.660,308.9
17477,03/25/20 12:08:00 PM,28.872,38.484,318.7
17478,03/25/20 12:09:00 PM,28.872,36.072,314.5
17479,03/25/20 12:10:00 PM,19.224,25.236,308.9
17480,03/25/20 12:11:00 PM,18.036,22.860,310.3
17481,03/25/20 12:12:00 PM,20.448,25.236,304.7
17482,03/25/20 12:13:00 PM,19.224,21.636,289.2
17483,03/25/20 12:14:00 PM,19.224,25.236,292.0
17484,03/25/20 12:15:00 PM,20.448,27.648,299.0
17485,03/25/20 12:16:00 PM,24.048,39.672,332.7
17486,03/25/20 12:17:00 PM,19.224,22.860,341.2
17487,03/25/20 12:18:00 PM,20.448,28.872,355.2
17488,03/25/20 12:19:00 PM,24.048,30.060,0.0
17489,03/25/20 12:20:00 PM,27.648,32.472,324.3
17490,03/25/20 12:21:00 PM,24.048,26.460,314.5
17491,03/25/20 12:22:00 PM,27.648,40.860,313.1
17492,03/25/20 12:23:00 PM,28.872,38.484,308.9
17493,03/25/20 12:24:00 PM,25.236,33.660,320.1
17494,03/25/20 12:25:00 PM,26.460,36.072,324.3
17495,03/25/20 12:26:00 PM,25.236,28.872,318.7
17496,03/25/20 12:27:00 PM,20.448,26.460,301.8
17497,03/25/20 12:28:00 PM,28.872,37.260,322.9
17498,03/25/20 12:29:00 PM,28.872,34.848,11.2
17499,03/25/20 12:30:00 PM,28.872,37.260,355.2
17500,03/25/20 12:31:00 PM,25.236,32.472,341.2
17501,03/25/20 12:32:00 PM,22.860,32.472,355.2
17502,03/25/20 12:33:00 PM,13.212,27.648,147.4
17503,03/25/20 12:34:00 PM,14.436,19.224,308.9
17504,03/25/20 12:35:00 PM,10.836,19.224,33.7
17505,03/25/20 12:36:00 PM,8.424,13.212,46.3
17506,03/25/20 12:37:00 PM,13.212,21.636,53.3
17507,03/25/20 12:38:00 PM,14.436,22.860,22.5
17508,03/25/20 12:39:00 PM,8.424,9.612,342.6
17509,03/25/20 12:40:00 PM,12.024,19.224,321.5
17510,03/25/20 12:41:00 PM,14.436,20.448,290.6
17511,03/25/20 12:42:00 PM,18.036,24.048,304.7
17512,03/25/20 12:43:00 PM,21.636,31.248,329.9
17513,03/25/20 12:44:00 PM,19.224,25.236,352.4
17514,03/25/20 12:45:00 PM,18.036,21.636,355.2
17515,03/25/20 12:46:00 PM,18.036,28.872,322.9
17516,03/25/20 12:47:00 PM,15.624,19.224,296.2
17517,03/25/20 12:48:00 PM,26.460,38.484,293.4
17518,03/25/20 12:49:00 PM,16.848,22.860,276.6
17519,03/25/20 12:50:00 PM,16.848,22.860,297.6
17520,03/25/20 12:51:00 PM,10.836,14.436,290.6
17521,03/25/20 12:52:00 PM,9.612,14.436,271.0
17522,03/25/20 12:53:00 PM,13.212,20.448,324.3
17523,03/25/20 12:54:00 PM,12.024,19.224,283.6
17524,03/25/20 12:55:00 PM,8.424,10.836,276.6
17525,03/25/20 12:56:00 PM,15.624,21.636,346.8
17526,03/25/20 12:57:00 PM,18.036,27.648,322.9
17527,03/25/20 12:58:00 PM,22.860,28.872,308.9
17528,03/25/20 12:59:00 PM,19.224,25.236,306.1
17529,03/25/20 01:00:00 PM,9.612,16.848,339.7
17530,03/25/20 01:01:00 PM,7.200,10.836,338.3
17531,03/25/20 01:02:00 PM,7.200,9.612,341.2
17532,03/25/20 01:03:00 PM,7.200,26.460,320.1
17533,03/25/20 01:04:00 PM,25.236,37.260,353.8
17534,03/25/20 01:05:00 PM,19.224,26.460,334.1
17535,03/25/20 01:06:00 PM,27.648,34.848,300.4
17536,03/25/20 01:07:00 PM,27.648,32.472,296.2
17537,03/25/20 01:08:00 PM,27.648,34.848,299.0
17538,03/25/20 01:09:00 PM,22.860,27.648,301.8
17539,03/25/20 01:10:00 PM,8.424,18.036,320.1
17540,03/25/20 01:11:00 PM,9.612,14.436,345.4
17541,03/25/20 01:12:00 PM,22.860,36.072,308.9
17542,03/25/20 01:13:00 PM,21.636,27.648,318.7
17543,03/25/20 01:14:00 PM,24.048,28.872,315.9
17544,03/25/20 01:15:00 PM,18.036,25.236,335.5
17545,03/25/20 01:16:00 PM,24.048,28.872,307.5
17546,03/25/20 01:17:00 PM,26.460,34.848,320.1
17547,03/25/20 01:18:00 PM,19.224,24.048,327.1
17548,03/25/20 01:19:00 PM,24.048,36.072,311.7
17549,03/25/20 01:20:00 PM,32.472,39.672,334.1
17550,03/25/20 01:21:00 PM,31.248,37.260,334.1
17551,03/25/20 01:22:00 PM,28.872,33.660,301.8
17552,03/25/20 01:23:00 PM,31.248,36.072,322.9
17553,03/25/20 01:24:00 PM,30.060,37.260,322.9
17554,03/25/20 01:25:00 PM,20.448,26.460,325.7
17555,03/25/20 01:26:00 PM,36.072,42.084,297.6
17556,03/25/20 01:27:00 PM,34.848,37.260,297.6
17557,03/25/20 01:28:00 PM,31.248,38.484,304.7
17558,03/25/20 01:29:00 PM,28.872,37.260,296.2
17559,03/25/20 01:30:00 PM,27.648,33.660,299.0
17560,03/25/20 01:31:00 PM,21.636,25.236,308.9
17561,03/25/20 01:32:00 PM,22.860,32.472,315.9
17562,03/25/20 01:33:00 PM,27.648,34.848,307.5
17563,03/25/20 01:34:00 PM,25.236,31.248,299.0
17564,03/25/20 01:35:00 PM,21.636,27.648,296.2
17565,03/25/20 01:36:00 PM,25.236,30.060,342.6
17566,03/25/20 01:37:00 PM,22.860,27.648,329.9
17567,03/25/20 01:38:00 PM,32.472,39.672,304.7
17568,03/25/20 01:39:00 PM,33.660,42.084,314.5
17569,03/25/20 01:40:00 PM,22.860,28.872,324.3
17570,03/25/20 01:41:00 PM,28.872,39.672,310.3
17571,03/25/20 01:42:00 PM,32.472,39.672,307.5
17572,03/25/20 01:43:00 PM,34.848,39.672,301.8
17573,03/25/20 01:44:00 PM,30.060,33.660,318.7
17574,03/25/20 01:45:00 PM,32.472,42.084,303.2
17575,03/25/20 01:46:00 PM,30.060,34.848,293.4
17576,03/25/20 01:47:00 PM,24.048,32.472,293.4
17577,03/25/20 01:48:00 PM,32.472,43.272,300.4
17578,03/25/20 01:49:00 PM,37.260,45.684,311.7
17579,03/25/20 01:50:00 PM,28.872,39.672,315.9
17580,03/25/20 01:51:00 PM,27.648,40.860,318.7
17581,03/25/20 01:52:00 PM,27.648,40.860,317.3
17582,03/25/20 01:53:00 PM,31.248,38.484,296.2
17583,03/25/20 01:54:00 PM,31.248,43.272,296.2
17584,03/25/20 01:55:00 PM,31.248,34.848,311.7
17585,03/25/20 01:56:00 PM,34.848,42.084,307.5
17586,03/25/20 01:57:00 PM,31.248,34.848,301.8
17587,03/25/20 01:58:00 PM,33.660,39.672,299.0
17588,03/25/20 01:59:00 PM,34.848,44.496,293.4
17589,03/25/20 02:00:00 PM,30.060,34.848,294.8
17590,03/25/20 02:01:00 PM,26.460,32.472,293.4
17591,03/25/20 02:02:00 PM,27.648,36.072,293.4
17592,03/25/20 02:03:00 PM,30.060,38.484,310.3
17593,03/25/20 02:04:00 PM,27.648,31.248,303.2
17594,03/25/20 02:05:00 PM,25.236,31.248,308.9
17595,03/25/20 02:06:00 PM,31.248,44.496,307.5
17596,03/25/20 02:07:00 PM,37.260,44.496,314.5
17597,03/25/20 02:08:00 PM,25.236,36.072,314.5
17598,03/25/20 02:09:00 PM,31.248,40.860,324.3
17599,03/25/20 02:10:00 PM,24.048,34.848,339.7
17600,03/25/20 02:11:00 PM,28.872,38.484,318.7
17601,03/25/20 02:12:00 PM,32.472,38.484,307.5
17602,03/25/20 02:13:00 PM,33.660,38.484,301.8
17603,03/25/20 02:14:00 PM,39.672,45.684,314.5
17604,03/25/20 02:15:00 PM,28.872,36.072,315.9
17605,03/25/20 02:16:00 PM,33.660,42.084,317.3
17606,03/25/20 02:17:00 PM,32.472,38.484,308.9
17607,03/25/20 02:18:00 PM,31.248,40.860,314.5
17608,03/25/20 02:19:00 PM,30.060,39.672,304.7
17609,03/25/20 02:20:00 PM,31.248,37.260,320.1
17610,03/25/20 02:21:00 PM,25.236,27.648,320.1
17611,03/25/20 02:22:00 PM,32.472,42.084,294.8
17612,03/25/20 02:23:00 PM,37.260,46.872,297.6
17613,03/25/20 02:24:00 PM,30.060,36.072,286.4
17614,03/25/20 02:25:00 PM,22.860,31.248,289.2
17615,03/25/20 02:26:00 PM,33.660,42.084,314.5
17616,03/25/20 02:27:00 PM,32.472,42.084,327.1
17617,03/25/20 02:28:00 PM,32.472,39.672,338.3
17618,03/25/20 02:29:00 PM,31.248,43.272,314.5
17619,03/25/20 02:30:00 PM,32.472,37.260,307.5
17620,03/25/20 02:31:00 PM,22.860,26.460,317.3
17621,03/25/20 02:32:00 PM,25.236,32.472,335.5
17622,03/25/20 02:33:00 PM,27.648,34.848,322.9
17623,03/25/20 02:34:00 PM,32.472,40.860,313.1
17624,03/25/20 02:35:00 PM,30.060,42.084,301.8
17625,03/25/20 02:36:00 PM,24.048,28.872,303.2
17626,03/25/20 02:37:00 PM,33.660,43.272,332.7
17627,03/25/20 02:38:00 PM,28.872,33.660,334.1
17628,03/25/20 02:39:00 PM,32.472,44.496,344.0
17629,03/25/20 02:40:00 PM,30.060,37.260,334.1
17630,03/25/20 02:41:00 PM,31.248,42.084,331.3
17631,03/25/20 02:42:00 PM,31.248,36.072,307.5
17632,03/25/20 02:43:00 PM,31.248,33.660,313.1
17633,03/25/20 02:44:00 PM,34.848,44.496,308.9
17634,03/25/20 02:45:00 PM,32.472,40.860,307.5
17635,03/25/20 02:46:00 PM,34.848,42.084,318.7
17636,03/25/20 02:47:00 PM,24.048,31.248,321.5
17637,03/25/20 02:48:00 PM,38.484,44.496,327.1
17638,03/25/20 02:49:00 PM,31.248,34.848,321.5
17639,03/25/20 02:50:00 PM,34.848,44.496,335.5
17640,03/25/20 02:51:00 PM,28.872,33.660,352.4
17641,03/25/20 02:52:00 PM,26.460,34.848,345.4
17642,03/25/20 02:53:00 PM,24.048,30.060,351.0
17643,03/25/20 02:54:00 PM,30.060,37.260,335.5
17644,03/25/20 02:55:00 PM,32.472,43.272,335.5
17645,03/25/20 02:56:00 PM,40.860,48.096,334.1
17646,03/25/20 02:57:00 PM,34.848,40.860,327.1
17647,03/25/20 02:58:00 PM,32.472,37.260,351.0
17648,03/25/20 02:59:00 PM,37.260,42.084,346.8
17649,03/25/20 03:00:00 PM,36.072,44.496,348.2
17650,03/25/20 03:01:00 PM,33.660,39.672,327.1
17651,03/25/20 03:02:00 PM,28.872,34.848,327.1
17652,03/25/20 03:03:00 PM,27.648,36.072,308.9
17653,03/25/20 03:04:00 PM,34.848,40.860,301.8
17654,03/25/20 03:05:00 PM,34.848,39.672,314.5
17655,03/25/20 03:06:00 PM,32.472,39.672,317.3
17656,03/25/20 03:07:00 PM,33.660,38.484,314.5
17657,03/25/20 03:08:00 PM,32.472,40.860,317.3
17658,03/25/20 03:09:00 PM,36.072,43.272,317.3
17659,03/25/20 03:10:00 PM,34.848,40.860,290.6
17660,03/25/20 03:11:00 PM,25.236,30.060,290.6
17661,03/25/20 03:12:00 PM,33.660,38.484,304.7
17662,03/25/20 03:13:00 PM,21.636,30.060,311.7
17663,03/25/20 03:14:00 PM,32.472,40.860,320.1
17664,03/25/20 03:15:00 PM,33.660,38.484,327.1
17665,03/25/20 03:16:00 PM,37.260,48.096,308.9
17666,03/25/20 03:17:00 PM,28.872,37.260,311.7
17667,03/25/20 03:18:00 PM,21.636,26.460,325.7
17668,03/25/20 03:19:00 PM,21.636,31.248,339.7
17669,03/25/20 03:20:00 PM,28.872,36.072,334.1
17670,03/25/20 03:21:00 PM,36.072,52.884,318.7
17671,03/25/20 03:22:00 PM,32.472,36.072,334.1
17672,03/25/20 03:23:00 PM,30.060,40.860,315.9
17673,03/25/20 03:24:00 PM,38.484,50.508,331.3
17674,03/25/20 03:25:00 PM,30.060,36.072,321.5
17675,03/25/20 03:26:00 PM,31.248,36.072,324.3
17676,03/25/20 03:27:00 PM,34.848,43.272,325.7
17677,03/25/20 03:28:00 PM,33.660,40.860,325.7
17678,03/25/20 03:29:00 PM,27.648,30.060,306.1
17679,03/25/20 03:30:00 PM,27.648,33.660,327.1
17680,03/25/20 03:31:00 PM,30.060,40.860,334.1
17681,03/25/20 03:32:00 PM,36.072,48.096,308.9
17682,03/25/20 03:33:00 PM,33.660,43.272,328.5
17683,03/25/20 03:34:00 PM,39.672,49.284,328.5
17684,03/25/20 03:35:00 PM,37.260,44.496,310.3
17685,03/25/20 03:36:00 PM,34.848,44.496,306.1
17686,03/25/20 03:37:00 PM,33.660,44.496,307.5
17687,03/25/20 03:38:00 PM,31.248,40.860,310.3
17688,03/25/20 03:39:00 PM,26.460,32.472,306.1
17689,03/25/20 03:40:00 PM,31.248,43.272,325.7
17690,03/25/20 03:41:00 PM,37.260,44.496,349.6
17691,03/25/20 03:42:00 PM,32.472,38.484,341.2
17692,03/25/20 03:43:00 PM,36.072,49.284,322.9
17693,03/25/20 03:44:00 PM,38.484,44.496,334.1
17694,03/25/20 03:45:00 PM,30.060,40.860,342.6
17695,03/25/20 03:46:00 PM,21.636,25.236,328.5
17696,03/25/20 03:47:00 PM,30.060,43.272,339.7
17697,03/25/20 03:48:00 PM,30.060,38.484,327.1
17698,03/25/20 03:49:00 PM,30.060,36.072,308.9
17699,03/25/20 03:50:00 PM,37.260,45.684,311.7
17700,03/25/20 03:51:00 PM,37.260,43.272,328.5
17701,03/25/20 03:52:00 PM,37.260,44.496,341.2
17702,03/25/20 03:53:00 PM,37.260,43.272,335.5
17703,03/25/20 03:54:00 PM,33.660,38.484,338.3
17704,03/25/20 03:55:00 PM,28.872,36.072,338.3
17705,03/25/20 03:56:00 PM,33.660,40.860,327.1
17706,03/25/20 03:57:00 PM,33.660,39.672,341.2
17707,03/25/20 03:58:00 PM,37.260,42.084,324.3
17708,03/25/20 03:59:00 PM,32.472,39.672,332.7
17709,03/25/20 04:00:00 PM,25.236,31.248,324.3
17710,03/25/20 04:01:00 PM,27.648,34.848,324.3
17711,03/25/20 04:02:00 PM,28.872,33.660,328.5
17712,03/25/20 04:03:00 PM,39.672,45.684,324.3
17713,03/25/20 04:04:00 PM,33.660,42.084,318.7
17714,03/25/20 04:05:00 PM,26.460,30.060,317.3
17715,03/25/20 04:06:00 PM,25.236,31.248,327.1
17716,03/25/20 04:07:00 PM,32.472,43.272,324.3
17717,03/25/20 04:08:00 PM,36.072,44.496,342.6
17718,03/25/20 04:09:00 PM,31.248,34.848,348.2
17719,03/25/20 04:10:00 PM,32.472,38.484,344.0
17720,03/25/20 04:11:00 PM,36.072,40.860,341.2
17721,03/25/20 04:12:00 PM,24.048,33.660,355.2
17722,03/25/20 04:13:00 PM,37.260,49.284,320.1
17723,03/25/20 04:14:00 PM,30.060,36.072,325.7
17724,03/25/20 04:15:00 PM,28.872,36.072,338.3
17725,03/25/20 04:16:00 PM,28.872,42.084,336.9
17726,03/25/20 04:17:00 PM,30.060,37.260,332.7
17727,03/25/20 04:18:00 PM,28.872,37.260,324.3
17728,03/25/20 04:19:00 PM,25.236,32.472,325.7
17729,03/25/20 04:20:00 PM,27.648,31.248,310.3
17730,03/25/20 04:21:00 PM,30.060,36.072,329.9
17731,03/25/20 04:22:00 PM,28.872,38.484,324.3
17732,03/25/20 04:23:00 PM,25.236,30.060,331.3
17733,03/25/20 04:24:00 PM,25.236,37.260,321.5
17734,03/25/20 04:25:00 PM,22.860,27.648,320.1
17735,03/25/20 04:26:00 PM,22.860,30.060,304.7
17736,03/25/20 04:27:00 PM,28.872,34.848,321.5
17737,03/25/20 04:28:00 PM,26.460,33.660,324.3
17738,03/25/20 04:29:00 PM,31.248,37.260,322.9
17739,03/25/20 04:30:00 PM,31.248,36.072,328.5
17740,03/25/20 04:31:00 PM,20.448,27.648,331.3
17741,03/25/20 04:32:00 PM,31.248,36.072,353.8
17742,03/25/20 04:33:00 PM,25.236,28.872,348.2
17743,03/25/20 04:34:00 PM,25.236,33.660,349.6
17744,03/25/20 04:35:00 PM,32.472,40.860,348.2
17745,03/25/20 04:36:00 PM,28.872,37.260,335.5
17746,03/25/20 04:37:00 PM,28.872,40.860,349.6
17747,03/25/20 04:38:00 PM,31.248,37.260,335.5
17748,03/25/20 04:39:00 PM,28.872,38.484,300.4
17749,03/25/20 04:40:00 PM,36.072,51.696,304.7
17750,03/25/20 04:41:00 PM,31.248,45.684,327.1
17751,03/25/20 04:42:00 PM,24.048,32.472,307.5
17752,03/25/20 04:43:00 PM,26.460,36.072,324.3
17753,03/25/20 04:44:00 PM,32.472,39.672,341.2
17754,03/25/20 04:45:00 PM,26.460,34.848,331.3
17755,03/25/20 04:46:00 PM,37.260,44.496,331.3
17756,03/25/20 04:47:00 PM,28.872,32.472,331.3
17757,03/25/20 04:48:00 PM,22.860,30.060,335.5
17758,03/25/20 04:49:00 PM,25.236,33.660,332.7
17759,03/25/20 04:50:00 PM,27.648,32.472,336.9
17760,03/25/20 04:51:00 PM,28.872,33.660,341.2
17761,03/25/20 04:52:00 PM,24.048,33.660,320.1
17762,03/25/20 04:53:00 PM,21.636,28.872,352.4
17763,03/25/20 04:54:00 PM,26.460,36.072,324.3
17764,03/25/20 04:55:00 PM,38.484,46.872,328.5
17765,03/25/20 04:56:00 PM,26.460,36.072,346.8
17766,03/25/20 04:57:00 PM,18.036,22.860,341.2
17767,03/25/20 04:58:00 PM,27.648,34.848,339.7
17768,03/25/20 04:59:00 PM,21.636,27.648,344.0
17769,03/25/20 05:00:00 PM,19.224,22.860,328.5
17770,03/25/20 05:01:00 PM,27.648,33.660,342.6
17771,03/25/20 05:02:00 PM,24.048,27.648,344.0
17772,03/25/20 05:03:00 PM,27.648,36.072,318.7
17773,03/25/20 05:04:00 PM,32.472,39.672,307.5
17774,03/25/20 05:05:00 PM,32.472,39.672,317.3
17775,03/25/20 05:06:00 PM,30.060,34.848,318.7
17776,03/25/20 05:07:00 PM,30.060,38.484,320.1
17777,03/25/20 05:08:00 PM,25.236,39.672,313.1
17778,03/25/20 05:09:00 PM,27.648,38.484,307.5
17779,03/25/20 05:10:00 PM,27.648,37.260,301.8
17780,03/25/20 05:11:00 PM,24.048,34.848,346.8
17781,03/25/20 05:12:00 PM,31.248,38.484,346.8
17782,03/25/20 05:13:00 PM,21.636,27.648,320.1
17783,03/25/20 05:14:00 PM,24.048,32.472,320.1
17784,03/25/20 05:15:00 PM,22.860,31.248,329.9
17785,03/25/20 05:16:00 PM,27.648,34.848,341.2
17786,03/25/20 05:17:00 PM,31.248,39.672,348.2
17787,03/25/20 05:18:00 PM,32.472,37.260,336.9
17788,03/25/20 05:19:00 PM,25.236,31.248,324.3
17789,03/25/20 05:20:00 PM,26.460,37.260,311.7
17790,03/25/20 05:21:00 PM,32.472,40.860,314.5
17791,03/25/20 05:22:00 PM,38.484,48.096,320.1
17792,03/25/20 05:23:00 PM,34.848,45.684,329.9
17793,03/25/20 05:24:00 PM,38.484,46.872,318.7
17794,03/25/20 05:25:00 PM,37.260,43.272,321.5
17795,03/25/20 05:26:00 PM,37.260,45.684,328.5
17796,03/25/20 05:27:00 PM,26.460,33.660,318.7
17797,03/25/20 05:28:00 PM,36.072,45.684,328.5
17798,03/25/20 05:29:00 PM,34.848,43.272,314.5
17799,03/25/20 05:30:00 PM,36.072,43.272,321.5
17800,03/25/20 05:31:00 PM,36.072,43.272,315.9
17801,03/25/20 05:32:00 PM,39.672,46.872,334.1
17802,03/25/20 05:33:00 PM,33.660,40.860,325.7
17803,03/25/20 05:34:00 PM,36.072,42.084,315.9
17804,03/25/20 05:35:00 PM,31.248,37.260,321.5
17805,03/25/20 05:36:00 PM,36.072,42.084,331.3
17806,03/25/20 05:37:00 PM,27.648,34.848,334.1
17807,03/25/20 05:38:00 PM,25.236,30.060,332.7
17808,03/25/20 05:39:00 PM,32.472,40.860,321.5
17809,03/25/20 05:40:00 PM,26.460,33.660,348.2
17810,03/25/20 05:41:00 PM,31.248,34.848,329.9
17811,03/25/20 05:42:00 PM,40.860,56.520,334.1
17812,03/25/20 05:43:00 PM,30.060,36.072,349.6
17813,03/25/20 05:44:00 PM,33.660,43.272,334.1
17814,03/25/20 05:45:00 PM,39.672,55.296,320.1
17815,03/25/20 05:46:00 PM,38.484,46.872,328.5
17816,03/25/20 05:47:00 PM,34.848,39.672,348.2
17817,03/25/20 05:48:00 PM,28.872,38.484,327.1
17818,03/25/20 05:49:00 PM,31.248,40.860,341.2
17819,03/25/20 05:50:00 PM,37.260,42.084,345.4
17820,03/25/20 05:51:00 PM,32.472,40.860,345.4
17821,03/25/20 05:52:00 PM,28.872,37.260,351.0
17822,03/25/20 05:53:00 PM,28.872,39.672,315.9
17823,03/25/20 05:54:00 PM,36.072,43.272,342.6
17824,03/25/20 05:55:00 PM,36.072,42.084,341.2
17825,03/25/20 05:56:00 PM,33.660,39.672,338.3
17826,03/25/20 05:57:00 PM,39.672,46.872,336.9
17827,03/25/20 05:58:00 PM,38.484,49.284,325.7
17828,03/25/20 05:59:00 PM,39.672,45.684,320.1
17829,03/25/20 06:00:00 PM,36.072,44.496,334.1
17830,03/25/20 06:01:00 PM,34.848,45.684,315.9
17831,03/25/20 06:02:00 PM,39.672,54.108,329.9
17832,03/25/20 06:03:00 PM,38.484,50.508,318.7
17833,03/25/20 06:04:00 PM,33.660,43.272,321.5
17834,03/25/20 06:05:00 PM,37.260,46.872,321.5
17835,03/25/20 06:06:00 PM,37.260,43.272,321.5
17836,03/25/20 06:07:00 PM,40.860,49.284,318.7
17837,03/25/20 06:08:00 PM,44.496,49.284,328.5
17838,03/25/20 06:09:00 PM,39.672,45.684,322.9
17839,03/25/20 06:10:00 PM,38.484,42.084,325.7
17840,03/25/20 06:11:00 PM,36.072,43.272,317.3
17841,03/25/20 06:12:00 PM,38.484,46.872,318.7
17842,03/25/20 06:13:00 PM,40.860,48.096,313.1
17843,03/25/20 06:14:00 PM,38.484,45.684,325.7
17844,03/25/20 06:15:00 PM,37.260,45.684,324.3
17845,03/25/20 06:16:00 PM,39.672,49.284,327.1
17846,03/25/20 06:17:00 PM,36.072,42.084,336.9
17847,03/25/20 06:18:00 PM,39.672,52.884,334.1
17848,03/25/20 06:19:00 PM,42.084,49.284,320.1
17849,03/25/20 06:20:00 PM,44.496,50.508,327.1
17850,03/25/20 06:21:00 PM,43.272,51.696,324.3
17851,03/25/20 06:22:00 PM,44.496,51.696,322.9
17852,03/25/20 06:23:00 PM,42.084,50.508,332.7
17853,03/25/20 06:24:00 PM,43.272,49.284,331.3
17854,03/25/20 06:25:00 PM,37.260,45.684,325.7
17855,03/25/20 06:26:00 PM,46.872,52.884,327.1
17856,03/25/20 06:27:00 PM,46.872,54.108,331.3
17857,03/25/20 06:28:00 PM,46.872,54.108,327.1
17858,03/25/20 06:29:00 PM,43.272,52.884,327.1
17859,03/25/20 06:30:00 PM,42.084,49.284,328.5
17860,03/25/20 06:31:00 PM,37.260,48.096,325.7
17861,03/25/20 06:32:00 PM,34.848,38.484,327.1
17862,03/25/20 06:33:00 PM,36.072,43.272,339.7
17863,03/25/20 06:34:00 PM,38.484,49.284,334.1
17864,03/25/20 06:35:00 PM,36.072,40.860,329.9
17865,03/25/20 06:36:00 PM,38.484,46.872,327.1
17866,03/25/20 06:37:00 PM,44.496,49.284,327.1
17867,03/25/20 06:38:00 PM,39.672,44.496,325.7
17868,03/25/20 06:39:00 PM,42.084,50.508,324.3
17869,03/25/20 06:40:00 PM,39.672,45.684,329.9
17870,03/25/20 06:41:00 PM,45.684,51.696,324.3
17871,03/25/20 06:42:00 PM,38.484,43.272,332.7
17872,03/25/20 06:43:00 PM,36.072,44.496,331.3
17873,03/25/20 06:44:00 PM,37.260,48.096,331.3
17874,03/25/20 06:45:00 PM,39.672,46.872,335.5
17875,03/25/20 06:46:00 PM,40.860,50.508,334.1
17876,03/25/20 06:47:00 PM,42.084,46.872,331.3
17877,03/25/20 06:48:00 PM,40.860,46.872,327.1
17878,03/25/20 06:49:00 PM,38.484,45.684,328.5
17879,03/25/20 06:50:00 PM,42.084,48.096,329.9
17880,03/25/20 06:51:00 PM,36.072,42.084,328.5
17881,03/25/20 06:52:00 PM,40.860,50.508,325.7
17882,03/25/20 06:53:00 PM,34.848,39.672,332.7
17883,03/25/20 06:54:00 PM,42.084,49.284,329.9
17884,03/25/20 06:55:00 PM,38.484,46.872,332.7
17885,03/25/20 06:56:00 PM,37.260,44.496,334.1
17886,03/25/20 06:57:00 PM,42.084,49.284,328.5
17887,03/25/20 06:58:00 PM,38.484,43.272,328.5
17888,03/25/20 06:59:00 PM,36.072,42.084,339.7
17889,03/25/20 07:00:00 PM,34.848,43.272,332.7
17890,03/25/20 07:01:00 PM,38.484,46.872,327.1
17891,03/25/20 07:02:00 PM,38.484,42.084,334.1
17892,03/25/20 07:03:00 PM,28.872,37.260,334.1
17893,03/25/20 07:04:00 PM,36.072,42.084,321.5
17894,03/25/20 07:05:00 PM,39.672,48.096,329.9
17895,03/25/20 07:06:00 PM,36.072,40.860,327.1
17896,03/25/20 07:07:00 PM,32.472,36.072,345.4
17897,03/25/20 07:08:00 PM,30.060,39.672,334.1
17898,03/25/20 07:09:00 PM,31.248,36.072,331.3
17899,03/25/20 07:10:00 PM,30.060,34.848,335.5
17900,03/25/20 07:11:00 PM,28.872,32.472,327.1
17901,03/25/20 07:12:00 PM,27.648,30.060,331.3
17902,03/25/20 07:13:00 PM,28.872,33.660,346.8
17903,03/25/20 07:14:00 PM,24.048,33.660,348.2
17904,03/25/20 07:15:00 PM,25.236,28.872,339.7
17905,03/25/20 07:16:00 PM,37.260,44.496,339.7
17906,03/25/20 07:17:00 PM,33.660,39.672,335.5
17907,03/25/20 07:18:00 PM,27.648,33.660,334.1
