"Título de trazado:  E1"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682650, SEN S/N: 20679483, LBL: Km/h)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682650, SEN S/N: 20679483, LBL: Km/h)","Dirección del viento, ø (LGR S/N: 20682650, SEN S/N: 20679483, LBL: N-S)"
1567,04/03/22 08:36:15 PM,38.484,46.872,292.0
1568,04/03/22 08:41:15 PM,36.072,48.096,301.8
1569,04/03/22 08:46:15 PM,34.848,46.872,303.2
1570,04/03/22 08:51:15 PM,37.260,44.496,307.5
1571,04/03/22 08:56:15 PM,40.860,49.284,301.8
1572,04/03/22 09:01:15 PM,36.072,44.496,303.2
1573,04/03/22 09:06:15 PM,36.072,46.872,306.1
1574,04/03/22 09:11:15 PM,38.484,48.096,301.8
1575,04/03/22 09:16:15 PM,34.848,43.272,311.7
1576,04/03/22 09:21:15 PM,34.848,49.284,321.5
1577,04/03/22 09:26:15 PM,33.660,43.272,308.9
1578,04/03/22 09:31:15 PM,34.848,45.684,299.0
1579,04/03/22 09:36:15 PM,32.472,40.860,317.3
1580,04/03/22 09:41:15 PM,31.248,46.872,313.1
1581,04/03/22 09:46:15 PM,34.848,50.508,300.4
1582,04/03/22 09:51:15 PM,33.660,43.272,322.9
1583,04/03/22 09:56:15 PM,34.848,49.284,325.7
1584,04/03/22 10:01:15 PM,32.472,52.884,325.7
1585,04/03/22 10:06:15 PM,28.872,43.272,329.9
1586,04/03/22 10:11:15 PM,33.660,44.496,307.5
1587,04/03/22 10:16:15 PM,31.248,44.496,314.5
1588,04/03/22 10:21:15 PM,31.248,44.496,325.7
1589,04/03/22 10:26:15 PM,33.660,42.084,327.1
1590,04/03/22 10:31:15 PM,31.248,40.860,311.7
1591,04/03/22 10:36:15 PM,31.248,42.084,297.6
1592,04/03/22 10:41:15 PM,28.872,36.072,317.3
1593,04/03/22 10:46:15 PM,30.060,39.672,336.9
1594,04/03/22 10:51:15 PM,28.872,34.848,334.1
1595,04/03/22 10:56:15 PM,30.060,40.860,339.7
1596,04/03/22 11:01:15 PM,28.872,37.260,346.8
1597,04/03/22 11:06:15 PM,31.248,49.284,334.1
1598,04/03/22 11:11:15 PM,26.460,36.072,329.9
1599,04/03/22 11:16:15 PM,28.872,39.672,322.9
1600,04/03/22 11:21:15 PM,26.460,34.848,314.5
1601,04/03/22 11:26:15 PM,27.648,39.672,331.3
1602,04/03/22 11:31:15 PM,25.236,36.072,336.9
1603,04/03/22 11:36:15 PM,25.236,37.260,332.7
1604,04/03/22 11:41:15 PM,24.048,33.660,344.0
1605,04/03/22 11:46:15 PM,24.048,32.472,342.6
1606,04/03/22 11:51:15 PM,20.448,28.872,346.8
1607,04/03/22 11:56:15 PM,22.860,31.248,341.2
1608,04/04/22 12:01:15 AM,19.224,28.872,341.2
1609,04/04/22 12:06:15 AM,22.860,28.872,335.5
1610,04/04/22 12:11:15 AM,20.448,28.872,345.4
1611,04/04/22 12:16:15 AM,22.860,28.872,8.4
1612,04/04/22 12:21:15 AM,22.860,26.460,348.2
1613,04/04/22 12:26:15 AM,18.036,25.236,349.6
1614,04/04/22 12:31:15 AM,7.200,15.624,349.6
1615,04/04/22 12:36:15 AM,7.200,9.612,155.8
1616,04/04/22 12:41:15 AM,3.600,9.612,155.8
1617,04/04/22 12:46:15 AM,0.000,2.412,155.8
1618,04/04/22 12:51:15 AM,4.824,7.200,155.8
1619,04/04/22 12:56:15 AM,4.824,6.012,155.8
1620,04/04/22 01:01:15 AM,3.600,4.824,155.8
1621,04/04/22 01:06:15 AM,2.412,4.824,155.8
1622,04/04/22 01:11:15 AM,8.424,12.024,113.7
1623,04/04/22 01:16:15 AM,7.200,9.612,103.9
1624,04/04/22 01:21:15 AM,7.200,12.024,57.6
1625,04/04/22 01:26:15 AM,10.836,13.212,328.5
1626,04/04/22 01:31:15 AM,12.024,16.848,306.1
1627,04/04/22 01:36:15 AM,18.036,21.636,296.2
1628,04/04/22 01:41:15 AM,14.436,18.036,308.9
1629,04/04/22 01:46:15 AM,13.212,16.848,325.7
1630,04/04/22 01:51:15 AM,13.212,15.624,324.3
1631,04/04/22 01:56:15 AM,14.436,16.848,320.1
1632,04/04/22 02:01:15 AM,14.436,18.036,306.1
1633,04/04/22 02:06:15 AM,13.212,18.036,314.5
1634,04/04/22 02:11:15 AM,12.024,14.436,321.5
1635,04/04/22 02:16:15 AM,12.024,14.436,315.9
1636,04/04/22 02:21:15 AM,12.024,14.436,306.1
1637,04/04/22 02:26:15 AM,13.212,15.624,315.9
1638,04/04/22 02:31:15 AM,12.024,15.624,335.5
1639,04/04/22 02:36:15 AM,9.612,12.024,334.1
1640,04/04/22 02:41:15 AM,9.612,13.212,349.6
1641,04/04/22 02:46:15 AM,9.612,12.024,355.2
1642,04/04/22 02:51:15 AM,8.424,12.024,353.8
1643,04/04/22 02:56:15 AM,8.424,10.836,352.4
1644,04/04/22 03:01:15 AM,8.424,9.612,352.4
1645,04/04/22 03:06:15 AM,9.612,10.836,352.4
1646,04/04/22 03:11:15 AM,7.200,9.612,352.4
1647,04/04/22 03:16:15 AM,8.424,9.612,352.4
1648,04/04/22 03:21:15 AM,7.200,9.612,352.4
1649,04/04/22 03:26:15 AM,7.200,8.424,351.0
1650,04/04/22 03:31:15 AM,9.612,10.836,352.4
1651,04/04/22 03:36:15 AM,9.612,13.212,352.4
1652,04/04/22 03:41:15 AM,10.836,14.436,353.8
1653,04/04/22 03:46:15 AM,16.848,21.636,4.2
1654,04/04/22 03:51:15 AM,18.036,21.636,42.1
1655,04/04/22 03:56:15 AM,18.036,25.236,28.1
1656,04/04/22 04:01:15 AM,19.224,24.048,1.4
1657,04/04/22 04:06:15 AM,14.436,22.860,1.4
1658,04/04/22 04:11:15 AM,15.624,18.036,22.5
1659,04/04/22 04:16:15 AM,14.436,19.224,143.2
1660,04/04/22 04:21:15 AM,15.624,19.224,46.3
1661,04/04/22 04:26:15 AM,13.212,18.036,39.3
1662,04/04/22 04:31:15 AM,8.424,12.024,19.7
1663,04/04/22 04:36:15 AM,3.600,7.200,108.1
1664,04/04/22 04:41:15 AM,4.824,9.612,105.3
1665,04/04/22 04:46:15 AM,7.200,10.836,105.3
1666,04/04/22 04:51:15 AM,4.824,7.200,103.9
1667,04/04/22 04:56:15 AM,4.824,7.200,105.3
1668,04/04/22 05:01:15 AM,7.200,10.836,258.3
1669,04/04/22 05:06:15 AM,6.012,8.424,259.7
1670,04/04/22 05:11:15 AM,6.012,8.424,259.7
1671,04/04/22 05:16:15 AM,3.600,7.200,261.1
1672,04/04/22 05:21:15 AM,4.824,6.012,261.1
1673,04/04/22 05:26:15 AM,7.200,8.424,261.1
1674,04/04/22 05:31:15 AM,6.012,8.424,261.1
1675,04/04/22 05:36:15 AM,6.012,9.612,261.1
1676,04/04/22 05:41:15 AM,6.012,7.200,261.1
1677,04/04/22 05:46:15 AM,4.824,8.424,261.1
1678,04/04/22 05:51:15 AM,6.012,8.424,262.5
1679,04/04/22 05:56:15 AM,6.012,8.424,263.9
1680,04/04/22 06:01:15 AM,7.200,9.612,262.5
1681,04/04/22 06:06:15 AM,8.424,9.612,261.1
1682,04/04/22 06:11:15 AM,9.612,12.024,263.9
1683,04/04/22 06:16:15 AM,9.612,12.024,280.8
1684,04/04/22 06:21:15 AM,9.612,10.836,289.2
1685,04/04/22 06:26:15 AM,9.612,12.024,185.3
1686,04/04/22 06:31:15 AM,8.424,10.836,157.2
1687,04/04/22 06:36:15 AM,8.424,9.612,200.8
1688,04/04/22 06:41:15 AM,6.012,8.424,203.6
1689,04/04/22 06:46:15 AM,8.424,10.836,219.0
1690,04/04/22 06:51:15 AM,7.200,9.612,153.0
1691,04/04/22 06:56:15 AM,6.012,8.424,153.0
1692,04/04/22 07:01:15 AM,7.200,10.836,164.3
1693,04/04/22 07:06:15 AM,7.200,9.612,164.3
1694,04/04/22 07:11:15 AM,7.200,8.424,249.9
1695,04/04/22 07:16:15 AM,4.824,7.200,318.7
1696,04/04/22 07:21:15 AM,1.188,3.600,325.7
1697,04/04/22 07:26:15 AM,0.000,0.000,325.7
1698,04/04/22 07:31:15 AM,0.000,0.000,325.7
1699,04/04/22 07:36:15 AM,0.000,0.000,325.7
1700,04/04/22 07:41:15 AM,0.000,0.000,325.7
1701,04/04/22 07:46:15 AM,1.188,7.200,325.7
1702,04/04/22 07:51:15 AM,6.012,7.200,327.1
1703,04/04/22 07:56:15 AM,4.824,7.200,327.1
1704,04/04/22 08:01:15 AM,4.824,7.200,327.1
1705,04/04/22 08:06:15 AM,1.188,3.600,327.1
1706,04/04/22 08:11:15 AM,1.188,2.412,327.1
1707,04/04/22 08:16:15 AM,3.600,4.824,325.7
1708,04/04/22 08:21:15 AM,4.824,6.012,325.7
1709,04/04/22 08:26:15 AM,3.600,4.824,324.3
1710,04/04/22 08:31:15 AM,3.600,4.824,324.3
1711,04/04/22 08:36:15 AM,2.412,4.824,324.3
1712,04/04/22 08:41:15 AM,4.824,6.012,324.3
1713,04/04/22 08:46:15 AM,7.200,10.836,314.5
1714,04/04/22 08:51:15 AM,7.200,9.612,285.0
1715,04/04/22 08:56:15 AM,7.200,9.612,285.0
1716,04/04/22 09:01:15 AM,8.424,10.836,283.6
1717,04/04/22 09:06:15 AM,8.424,10.836,280.8
1718,04/04/22 09:11:15 AM,8.424,10.836,279.4
1719,04/04/22 09:16:15 AM,8.424,10.836,273.8
1720,04/04/22 09:21:15 AM,6.012,9.612,272.4
1721,04/04/22 09:26:15 AM,8.424,12.024,269.6
1722,04/04/22 09:31:15 AM,6.012,10.836,219.0
1723,04/04/22 09:36:15 AM,4.824,8.424,160.0
1724,04/04/22 09:41:15 AM,7.200,12.024,259.7
1725,04/04/22 09:46:15 AM,6.012,12.024,261.1
1726,04/04/22 09:51:15 AM,8.424,12.024,244.3
1727,04/04/22 09:56:15 AM,8.424,12.024,235.9
1728,04/04/22 10:01:15 AM,7.200,9.612,233.1
1729,04/04/22 10:06:15 AM,7.200,10.836,231.6
1730,04/04/22 10:11:15 AM,8.424,12.024,230.2
1731,04/04/22 10:16:15 AM,6.012,12.024,230.2
1732,04/04/22 10:21:15 AM,7.200,12.024,227.4
1733,04/04/22 10:26:15 AM,3.600,8.424,224.6
1734,04/04/22 10:31:15 AM,4.824,9.612,214.8
1735,04/04/22 10:36:15 AM,7.200,10.836,190.9
1736,04/04/22 10:41:15 AM,3.600,12.024,195.1
1737,04/04/22 10:46:15 AM,7.200,13.212,185.3
1738,04/04/22 10:51:15 AM,6.012,10.836,172.7
1739,04/04/22 10:56:15 AM,7.200,13.212,169.9
1740,04/04/22 11:01:15 AM,4.824,12.024,168.5
1741,04/04/22 11:06:15 AM,8.424,18.036,162.9
1742,04/04/22 11:11:15 AM,9.612,15.624,157.2
1743,04/04/22 11:16:15 AM,12.024,19.224,176.9
1744,04/04/22 11:21:15 AM,10.836,19.224,179.7
1745,04/04/22 11:26:15 AM,7.200,13.212,169.9
1746,04/04/22 11:31:15 AM,9.612,16.848,174.1
1747,04/04/22 11:36:15 AM,12.024,19.224,158.6
1748,04/04/22 11:41:15 AM,8.424,16.848,169.9
1749,04/04/22 11:46:15 AM,12.024,18.036,178.3
1750,04/04/22 11:51:15 AM,9.612,18.036,160.0
1751,04/04/22 11:56:15 AM,9.612,16.848,151.6
1752,04/04/22 12:01:15 PM,9.612,16.848,178.3
1753,04/04/22 12:06:15 PM,8.424,15.624,190.9
1754,04/04/22 12:11:15 PM,7.200,15.624,181.1
1755,04/04/22 12:16:15 PM,10.836,21.636,183.9
1756,04/04/22 12:21:15 PM,10.836,19.224,199.4
1757,04/04/22 12:26:15 PM,4.824,16.848,183.9
1758,04/04/22 12:31:15 PM,8.424,15.624,154.4
1759,04/04/22 12:36:15 PM,9.612,24.048,181.1
1760,04/04/22 12:41:15 PM,12.024,19.224,167.1
1761,04/04/22 12:46:15 PM,10.836,18.036,176.9
1762,04/04/22 12:51:15 PM,9.612,15.624,230.2
1763,04/04/22 12:56:15 PM,6.012,14.436,73.0
1764,04/04/22 01:01:15 PM,10.836,24.048,164.3
1765,04/04/22 01:06:15 PM,9.612,16.848,162.9
1766,04/04/22 01:11:15 PM,6.012,13.212,176.9
1767,04/04/22 01:16:15 PM,9.612,24.048,189.5
1768,04/04/22 01:21:15 PM,9.612,16.848,192.3
1769,04/04/22 01:26:15 PM,6.012,13.212,179.7
1770,04/04/22 01:31:15 PM,4.824,13.212,192.3
1771,04/04/22 01:36:15 PM,4.824,9.612,189.5
1772,04/04/22 01:41:15 PM,12.024,21.636,175.5
1773,04/04/22 01:46:15 PM,13.212,27.648,203.6
1774,04/04/22 01:51:15 PM,9.612,22.860,235.9
1775,04/04/22 01:56:15 PM,9.612,18.036,182.5
1776,04/04/22 02:01:15 PM,15.624,25.236,182.5
1777,04/04/22 02:06:15 PM,12.024,21.636,175.5
1778,04/04/22 02:11:15 PM,14.436,20.448,169.9
1779,04/04/22 02:16:15 PM,10.836,21.636,171.3
1780,04/04/22 02:21:15 PM,13.212,20.448,153.0
1781,04/04/22 02:26:15 PM,10.836,20.448,136.2
1782,04/04/22 02:31:15 PM,13.212,24.048,214.8
1783,04/04/22 02:36:15 PM,13.212,27.648,167.1
1784,04/04/22 02:41:15 PM,13.212,28.872,183.9
1785,04/04/22 02:46:15 PM,9.612,19.224,178.3
1786,04/04/22 02:51:15 PM,12.024,25.236,176.9
1787,04/04/22 02:56:15 PM,8.424,18.036,172.7
1788,04/04/22 03:01:15 PM,8.424,14.436,158.6
1789,04/04/22 03:06:15 PM,8.424,16.848,164.3
1790,04/04/22 03:11:15 PM,8.424,15.624,175.5
1791,04/04/22 03:16:15 PM,10.836,18.036,209.2
1792,04/04/22 03:21:15 PM,10.836,21.636,214.8
1793,04/04/22 03:26:15 PM,14.436,20.448,224.6
1794,04/04/22 03:31:15 PM,13.212,21.636,200.8
1795,04/04/22 03:36:15 PM,6.012,14.436,193.7
1796,04/04/22 03:41:15 PM,10.836,18.036,162.9
1797,04/04/22 03:46:15 PM,8.424,19.224,167.1
1798,04/04/22 03:51:15 PM,15.624,33.660,123.5
1799,04/04/22 03:56:15 PM,20.448,27.648,241.5
1800,04/04/22 04:01:15 PM,22.860,33.660,190.9
1801,04/04/22 04:06:15 PM,12.024,20.448,205.0
1802,04/04/22 04:11:15 PM,19.224,40.860,251.3
1803,04/04/22 04:16:15 PM,24.048,40.860,263.9
1804,04/04/22 04:21:15 PM,19.224,39.672,336.9
1805,04/04/22 04:26:15 PM,22.860,40.860,304.7
1806,04/04/22 04:31:15 PM,27.648,43.272,294.8
1807,04/04/22 04:36:15 PM,27.648,39.672,259.7
1808,04/04/22 04:41:15 PM,28.872,43.272,296.2
1809,04/04/22 04:46:15 PM,28.872,38.484,311.7
1810,04/04/22 04:51:15 PM,33.660,44.496,285.0
1811,04/04/22 04:56:15 PM,36.072,46.872,262.5
1812,04/04/22 05:01:15 PM,32.472,42.084,310.3
1813,04/04/22 05:06:15 PM,31.248,45.684,320.1
1814,04/04/22 05:11:15 PM,33.660,43.272,297.6
1815,04/04/22 05:16:15 PM,34.848,45.684,293.4
1816,04/04/22 05:21:15 PM,32.472,43.272,282.2
1817,04/04/22 05:26:15 PM,34.848,44.496,293.4
1818,04/04/22 05:31:15 PM,36.072,46.872,296.2
1819,04/04/22 05:36:15 PM,39.672,54.108,304.7
1820,04/04/22 05:41:15 PM,37.260,46.872,289.2
1821,04/04/22 05:46:15 PM,39.672,50.508,294.8
1822,04/04/22 05:51:15 PM,39.672,49.284,290.6
1823,04/04/22 05:56:15 PM,36.072,49.284,286.4
1824,04/04/22 06:01:15 PM,34.848,46.872,289.2
1825,04/04/22 06:06:15 PM,39.672,52.884,301.8
1826,04/04/22 06:11:15 PM,40.860,58.896,282.2
1827,04/04/22 06:16:15 PM,33.660,45.684,306.1
1828,04/04/22 06:21:15 PM,34.848,51.696,301.8
1829,04/04/22 06:26:15 PM,32.472,40.860,286.4
1830,04/04/22 06:31:15 PM,31.248,45.684,275.2
1831,04/04/22 06:36:15 PM,32.472,44.496,292.0
1832,04/04/22 06:41:15 PM,33.660,43.272,329.9
1833,04/04/22 06:46:15 PM,26.460,38.484,342.6
1834,04/04/22 06:51:15 PM,27.648,46.872,329.9
1835,04/04/22 06:56:15 PM,24.048,45.684,349.6
1836,04/04/22 07:01:15 PM,20.448,39.672,1.4
1837,04/04/22 07:06:15 PM,14.436,24.048,22.5
1838,04/04/22 07:11:15 PM,24.048,40.860,332.7
1839,04/04/22 07:16:15 PM,20.448,36.072,335.5
1840,04/04/22 07:21:15 PM,15.624,30.060,328.5
1841,04/04/22 07:26:15 PM,16.848,27.648,349.6
1842,04/04/22 07:31:15 PM,20.448,37.260,352.4
1843,04/04/22 07:36:15 PM,21.636,34.848,342.6
1844,04/04/22 07:41:15 PM,18.036,28.872,334.1
1845,04/04/22 07:46:15 PM,16.848,21.636,329.9
1846,04/04/22 07:51:15 PM,18.036,26.460,336.9
1847,04/04/22 07:56:15 PM,22.860,32.472,327.1
1848,04/04/22 08:01:15 PM,19.224,24.048,351.0
1849,04/04/22 08:06:15 PM,20.448,28.872,1.4
1850,04/04/22 08:11:15 PM,26.460,36.072,328.5
1851,04/04/22 08:16:15 PM,24.048,34.848,353.8
1852,04/04/22 08:21:15 PM,25.236,33.660,349.6
1853,04/04/22 08:26:15 PM,20.448,26.460,353.8
1854,04/04/22 08:31:15 PM,15.624,24.048,348.2
1855,04/04/22 08:36:15 PM,21.636,28.872,0.0
1856,04/04/22 08:41:15 PM,20.448,26.460,1.4
1857,04/04/22 08:46:15 PM,20.448,37.260,353.8
1858,04/04/22 08:51:15 PM,21.636,27.648,336.9
1859,04/04/22 08:56:15 PM,21.636,27.648,334.1
1860,04/04/22 09:01:15 PM,14.436,18.036,334.1
1861,04/04/22 09:06:15 PM,10.836,15.624,14.0
1862,04/04/22 09:11:15 PM,2.412,6.012,9.8
1863,04/04/22 09:16:15 PM,1.188,8.424,15.4
1864,04/04/22 09:21:15 PM,6.012,12.024,12.6
1865,04/04/22 09:26:15 PM,6.012,12.024,1.4
1866,04/04/22 09:31:15 PM,4.824,8.424,349.6
1867,04/04/22 09:36:15 PM,3.600,7.200,12.6
1868,04/04/22 09:41:15 PM,4.824,7.200,11.2
1869,04/04/22 09:46:15 PM,6.012,8.424,9.8
1870,04/04/22 09:51:15 PM,8.424,13.212,14.0
1871,04/04/22 09:56:15 PM,4.824,8.424,26.7
1872,04/04/22 10:01:15 PM,10.836,15.624,7.0
1873,04/04/22 10:06:15 PM,8.424,13.212,280.8
1874,04/04/22 10:11:15 PM,7.200,14.436,303.2
1875,04/04/22 10:16:15 PM,8.424,14.436,344.0
1876,04/04/22 10:21:15 PM,9.612,15.624,355.2
1877,04/04/22 10:26:15 PM,7.200,13.212,147.4
1878,04/04/22 10:31:15 PM,10.836,13.212,296.2
1879,04/04/22 10:36:15 PM,10.836,13.212,256.9
1880,04/04/22 10:41:15 PM,10.836,13.212,301.8
1881,04/04/22 10:46:15 PM,8.424,10.836,314.5
1882,04/04/22 10:51:15 PM,9.612,12.024,314.5
1883,04/04/22 10:56:15 PM,10.836,13.212,314.5
1884,04/04/22 11:01:15 PM,9.612,13.212,228.8
1885,04/04/22 11:06:15 PM,9.612,12.024,206.4
1886,04/04/22 11:11:15 PM,7.200,12.024,258.3
1887,04/04/22 11:16:15 PM,7.200,9.612,355.2
1888,04/04/22 11:21:15 PM,3.600,8.424,352.4
1889,04/04/22 11:26:15 PM,4.824,8.424,345.4
1890,04/04/22 11:31:15 PM,4.824,6.012,346.8
1891,04/04/22 11:36:15 PM,7.200,9.612,336.9
1892,04/04/22 11:41:15 PM,9.612,10.836,342.6
1893,04/04/22 11:46:15 PM,9.612,10.836,346.8
1894,04/04/22 11:51:15 PM,9.612,10.836,349.6
1895,04/04/22 11:56:15 PM,10.836,12.024,348.2
1896,04/05/22 12:01:15 AM,12.024,14.436,346.8
1897,04/05/22 12:06:15 AM,12.024,14.436,346.8
1898,04/05/22 12:11:15 AM,10.836,13.212,345.4
1899,04/05/22 12:16:15 AM,10.836,12.024,345.4
1900,04/05/22 12:21:15 AM,10.836,12.024,344.0
1901,04/05/22 12:26:15 AM,12.024,14.436,345.4
1902,04/05/22 12:31:15 AM,12.024,14.436,348.2
1903,04/05/22 12:36:15 AM,13.212,15.624,346.8
1904,04/05/22 12:41:15 AM,10.836,13.212,346.8
1905,04/05/22 12:46:15 AM,10.836,13.212,345.4
1906,04/05/22 12:51:15 AM,8.424,10.836,346.8
1907,04/05/22 12:56:15 AM,9.612,10.836,346.8
1908,04/05/22 01:01:15 AM,9.612,12.024,342.6
1909,04/05/22 01:06:15 AM,9.612,10.836,351.0
1910,04/05/22 01:11:15 AM,8.424,10.836,351.0
1911,04/05/22 01:16:15 AM,9.612,12.024,8.4
1912,04/05/22 01:21:15 AM,8.424,10.836,16.8
1913,04/05/22 01:26:15 AM,7.200,10.836,12.6
1914,04/05/22 01:31:15 AM,13.212,18.036,14.0
1915,04/05/22 01:36:15 AM,13.212,18.036,12.6
1916,04/05/22 01:41:15 AM,16.848,21.636,1.4
1917,04/05/22 01:46:15 AM,18.036,21.636,355.2
1918,04/05/22 01:51:15 AM,21.636,24.048,0.0
1919,04/05/22 01:56:15 AM,18.036,20.448,355.2
1920,04/05/22 02:01:15 AM,19.224,20.448,355.2
1921,04/05/22 02:06:15 AM,18.036,20.448,355.2
1922,04/05/22 02:11:15 AM,15.624,18.036,22.5
1923,04/05/22 02:16:15 AM,12.024,15.624,355.2
1924,04/05/22 02:21:15 AM,10.836,13.212,355.2
1925,04/05/22 02:26:15 AM,8.424,13.212,355.2
1926,04/05/22 02:31:15 AM,12.024,14.436,355.2
1927,04/05/22 02:36:15 AM,14.436,16.848,0.0
1928,04/05/22 02:41:15 AM,15.624,18.036,355.2
1929,04/05/22 02:46:15 AM,13.212,16.848,355.2
1930,04/05/22 02:51:15 AM,9.612,13.212,355.2
1931,04/05/22 02:56:15 AM,9.612,14.436,355.2
1932,04/05/22 03:01:15 AM,8.424,12.024,355.2
1933,04/05/22 03:06:15 AM,10.836,14.436,355.2
1934,04/05/22 03:11:15 AM,8.424,12.024,355.2
1935,04/05/22 03:16:15 AM,7.200,12.024,338.3
1936,04/05/22 03:21:15 AM,6.012,12.024,308.9
1937,04/05/22 03:26:15 AM,8.424,12.024,324.3
1938,04/05/22 03:31:15 AM,9.612,13.212,297.6
1939,04/05/22 03:36:15 AM,9.612,16.848,176.9
1940,04/05/22 03:41:15 AM,10.836,15.624,324.3
1941,04/05/22 03:46:15 AM,13.212,16.848,320.1
1942,04/05/22 03:51:15 AM,12.024,18.036,352.4
1943,04/05/22 03:56:15 AM,15.624,18.036,349.6
1944,04/05/22 04:01:15 AM,15.624,19.224,341.2
1945,04/05/22 04:06:15 AM,16.848,19.224,355.2
1946,04/05/22 04:11:15 AM,12.024,15.624,339.7
1947,04/05/22 04:16:15 AM,9.612,13.212,341.2
1948,04/05/22 04:21:15 AM,8.424,10.836,324.3
1949,04/05/22 04:26:15 AM,7.200,10.836,293.4
1950,04/05/22 04:31:15 AM,7.200,12.024,256.9
1951,04/05/22 04:36:15 AM,9.612,13.212,255.5
1952,04/05/22 04:41:15 AM,10.836,13.212,332.7
1953,04/05/22 04:46:15 AM,10.836,12.024,341.2
1954,04/05/22 04:51:15 AM,10.836,12.024,342.6
1955,04/05/22 04:56:15 AM,12.024,13.212,341.2
1956,04/05/22 05:01:15 AM,10.836,13.212,344.0
1957,04/05/22 05:06:15 AM,10.836,12.024,344.0
1958,04/05/22 05:11:15 AM,8.424,12.024,345.4
1959,04/05/22 05:16:15 AM,7.200,9.612,345.4
1960,04/05/22 05:21:15 AM,7.200,8.424,345.4
1961,04/05/22 05:26:15 AM,7.200,8.424,345.4
1962,04/05/22 05:31:15 AM,4.824,7.200,345.4
1963,04/05/22 05:36:15 AM,4.824,7.200,345.4
1964,04/05/22 05:41:15 AM,4.824,7.200,345.4
1965,04/05/22 05:46:15 AM,6.012,8.424,345.4
1966,04/05/22 05:51:15 AM,6.012,8.424,345.4
1967,04/05/22 05:56:15 AM,7.200,8.424,345.4
1968,04/05/22 06:01:15 AM,6.012,8.424,345.4
1969,04/05/22 06:06:15 AM,8.424,12.024,336.9
1970,04/05/22 06:11:15 AM,8.424,13.212,349.6
1971,04/05/22 06:16:15 AM,8.424,13.212,352.4
1972,04/05/22 06:21:15 AM,6.012,10.836,346.8
1973,04/05/22 06:26:15 AM,8.424,13.212,355.2
1974,04/05/22 06:31:15 AM,3.600,9.612,355.2
1975,04/05/22 06:36:15 AM,0.000,0.000,355.2
1976,04/05/22 06:41:15 AM,2.412,6.012,355.2
1977,04/05/22 06:46:15 AM,4.824,7.200,355.2
1978,04/05/22 06:51:15 AM,6.012,8.424,355.2
1979,04/05/22 06:56:15 AM,2.412,8.424,355.2
1980,04/05/22 07:01:15 AM,0.000,4.824,355.2
1981,04/05/22 07:06:15 AM,3.600,4.824,355.2
1982,04/05/22 07:11:15 AM,2.412,3.600,355.2
1983,04/05/22 07:16:15 AM,2.412,3.600,355.2
1984,04/05/22 07:21:15 AM,3.600,6.012,355.2
1985,04/05/22 07:26:15 AM,6.012,7.200,355.2
1986,04/05/22 07:31:15 AM,4.824,7.200,355.2
1987,04/05/22 07:36:15 AM,6.012,8.424,355.2
1988,04/05/22 07:41:15 AM,6.012,8.424,355.2
1989,04/05/22 07:46:15 AM,4.824,6.012,355.2
1990,04/05/22 07:51:15 AM,4.824,6.012,355.2
1991,04/05/22 07:56:15 AM,3.600,4.824,355.2
1992,04/05/22 08:01:15 AM,4.824,6.012,355.2
1993,04/05/22 08:06:15 AM,3.600,4.824,355.2
1994,04/05/22 08:11:15 AM,3.600,6.012,355.2
1995,04/05/22 08:16:15 AM,1.188,3.600,355.2
1996,04/05/22 08:21:15 AM,2.412,3.600,355.2
1997,04/05/22 08:26:15 AM,3.600,6.012,355.2
1998,04/05/22 08:31:15 AM,1.188,3.600,355.2
1999,04/05/22 08:36:15 AM,0.000,2.412,355.2
2000,04/05/22 08:41:15 AM,0.000,0.000,355.2
2001,04/05/22 08:46:15 AM,0.000,1.188,355.2
2002,04/05/22 08:51:15 AM,0.000,0.000,355.2
2003,04/05/22 08:56:15 AM,0.000,1.188,355.2
2004,04/05/22 09:01:15 AM,1.188,2.412,355.2
2005,04/05/22 09:06:15 AM,0.000,2.412,355.2
2006,04/05/22 09:11:15 AM,3.600,8.424,355.2
2007,04/05/22 09:16:15 AM,0.000,2.412,352.4
2008,04/05/22 09:21:15 AM,0.000,0.000,355.2
2009,04/05/22 09:26:15 AM,0.000,1.188,355.2
2010,04/05/22 09:31:15 AM,1.188,3.600,355.2
2011,04/05/22 09:36:15 AM,3.600,9.612,227.4
2012,04/05/22 09:41:15 AM,4.824,10.836,199.4
2013,04/05/22 09:46:15 AM,3.600,9.612,199.4
2014,04/05/22 09:51:15 AM,4.824,8.424,199.4
2015,04/05/22 09:56:15 AM,7.200,10.836,200.8
2016,04/05/22 10:01:15 AM,7.200,13.212,205.0
2017,04/05/22 10:06:15 AM,9.612,13.212,210.6
2018,04/05/22 10:11:15 AM,8.424,14.436,217.6
2019,04/05/22 10:16:15 AM,9.612,14.436,219.0
2020,04/05/22 10:21:15 AM,12.024,16.848,209.2
2021,04/05/22 10:26:15 AM,10.836,16.848,209.2
2022,04/05/22 10:31:15 AM,12.024,16.848,214.8
2023,04/05/22 10:36:15 AM,12.024,15.624,214.8
2024,04/05/22 10:41:15 AM,10.836,18.036,212.0
2025,04/05/22 10:46:15 AM,10.836,19.224,217.6
2026,04/05/22 10:51:15 AM,12.024,18.036,203.6
