T�tulo de trazado:  E1,,,,T�tulo
3732,06/11/21 08:22:24,9.612,10.836,324.3
3733,06/11/21 08:23:24,8.424,9.612,318.7
3734,06/11/21 08:24:24,7.200,8.424,318.7
3735,06/11/21 08:25:24,7.200,7.200,318.7
3736,06/11/21 08:26:24,4.824,7.200,318.7
3737,06/11/21 08:27:24,3.600,4.824,318.7
3738,06/11/21 08:28:24,2.412,3.600,320.1
3739,06/11/21 08:29:24,0.000,1.188,320.1
3740,06/11/21 08:30:24,0.000,1.188,318.7
3741,06/11/21 08:31:24,1.188,1.188,318.7
3742,06/11/21 08:32:24,1.188,2.412,320.1
3743,06/11/21 08:33:24,1.188,2.412,320.1
3744,06/11/21 08:34:24,0.000,0.000,318.7
3745,06/11/21 08:35:24,0.000,0.000,318.7
3746,06/11/21 08:36:24,0.000,1.188,320.1
3747,06/11/21 08:37:24,0.000,0.000,318.7
3748,06/11/21 08:38:24,1.188,3.600,320.1
3749,06/11/21 08:39:24,1.188,2.412,320.1
3750,06/11/21 08:40:24,1.188,1.188,320.1
3751,06/11/21 08:41:24,1.188,2.412,320.1
3752,06/11/21 08:42:24,2.412,2.412,320.1
3753,06/11/21 08:43:24,1.188,2.412,320.1
3754,06/11/21 08:44:24,1.188,1.188,320.1
3755,06/11/21 08:45:24,0.000,0.000,320.1
3756,06/11/21 08:46:24,0.000,0.000,318.7
3757,06/11/21 08:47:24,1.188,2.412,318.7
3758,06/11/21 08:48:24,1.188,3.600,318.7
3759,06/11/21 08:49:24,2.412,3.600,318.7
3760,06/11/21 08:50:24,2.412,3.600,318.7
3761,06/11/21 08:51:24,3.600,4.824,318.7
3762,06/11/21 08:52:24,2.412,3.600,318.7
3763,06/11/21 08:53:24,2.412,4.824,318.7
3764,06/11/21 08:54:24,3.600,4.824,318.7
3765,06/11/21 08:55:24,3.600,4.824,318.7
3766,06/11/21 08:56:24,3.600,4.824,318.7
3767,06/11/21 08:57:24,3.600,4.824,318.7
3768,06/11/21 08:58:24,3.600,6.012,318.7
3769,06/11/21 08:59:24,2.412,4.824,318.7
3770,06/11/21 09:00:24,1.188,2.412,318.7
3771,06/11/21 09:01:24,1.188,1.188,318.7
3772,06/11/21 09:02:24,0.000,1.188,318.7
3773,06/11/21 09:03:24,0.000,0.000,318.7
3774,06/11/21 09:04:24,0.000,0.000,318.7
3775,06/11/21 09:05:24,0.000,0.000,318.7
3776,06/11/21 09:06:24,0.000,0.000,318.7
3777,06/11/21 09:07:24,0.000,0.000,318.7
3778,06/11/21 09:08:24,0.000,1.188,318.7
3779,06/11/21 09:09:24,0.000,0.000,317.3
3780,06/11/21 09:10:24,1.188,3.600,317.3
3781,06/11/21 09:11:24,1.188,3.600,315.9
3782,06/11/21 09:12:24,1.188,2.412,315.9
3783,06/11/21 09:13:24,1.188,2.412,315.9
3784,06/11/21 09:14:24,0.000,1.188,315.9
3785,06/11/21 09:15:24,0.000,0.000,315.9
3786,06/11/21 09:16:24,0.000,0.000,315.9
3787,06/11/21 09:17:24,0.000,0.000,315.9
3788,06/11/21 09:18:24,0.000,0.000,315.9
3789,06/11/21 09:19:24,0.000,0.000,315.9
3790,06/11/21 09:20:24,0.000,0.000,315.9
3791,06/11/21 09:21:24,0.000,0.000,315.9
3792,06/11/21 09:22:24,0.000,0.000,315.9
3793,06/11/21 09:23:24,0.000,0.000,315.9
3794,06/11/21 09:24:24,0.000,0.000,315.9
3795,06/11/21 09:25:24,0.000,0.000,315.9
3796,06/11/21 09:26:24,0.000,0.000,315.9
3797,06/11/21 09:27:24,1.188,3.600,315.9
3798,06/11/21 09:28:24,2.412,3.600,315.9
3799,06/11/21 09:29:24,1.188,3.600,315.9
3800,06/11/21 09:30:24,1.188,2.412,315.9
3801,06/11/21 09:31:24,3.600,4.824,315.9
3802,06/11/21 09:32:24,3.600,4.824,314.5
3803,06/11/21 09:33:24,2.412,3.600,313.1
3804,06/11/21 09:34:24,4.824,6.012,308.9
3805,06/11/21 09:35:24,6.012,7.200,296.2
3806,06/11/21 09:36:24,4.824,6.012,296.2
3807,06/11/21 09:37:24,4.824,6.012,294.8
3808,06/11/21 09:38:24,6.012,8.424,283.6
3809,06/11/21 09:39:24,7.200,8.424,252.7
3810,06/11/21 09:40:24,6.012,8.424,248.5
3811,06/11/21 09:41:24,8.424,9.612,244.3
3812,06/11/21 09:42:24,7.200,8.424,244.3
3813,06/11/21 09:43:24,7.200,8.424,242.9
3814,06/11/21 09:44:24,7.200,8.424,242.9
3815,06/11/21 09:45:24,8.424,10.836,234.5
3816,06/11/21 09:46:24,8.424,9.612,223.2
3817,06/11/21 09:47:24,9.612,10.836,221.8
3818,06/11/21 09:48:24,9.612,10.836,221.8
3819,06/11/21 09:49:24,9.612,10.836,220.4
3820,06/11/21 09:50:24,10.836,12.024,220.4
3821,06/11/21 09:51:24,9.612,10.836,219.0
3822,06/11/21 09:52:24,8.424,9.612,223.2
3823,06/11/21 09:53:24,9.612,12.024,220.4
3824,06/11/21 09:54:24,9.612,10.836,224.6
3825,06/11/21 09:55:24,9.612,10.836,223.2
3826,06/11/21 09:56:24,9.612,9.612,221.8
3827,06/11/21 09:57:24,8.424,10.836,214.8
3828,06/11/21 09:58:24,7.200,9.612,212.0
3829,06/11/21 09:59:24,7.200,9.612,213.4
3830,06/11/21 10:00:24,8.424,9.612,214.8
3831,06/11/21 10:01:24,8.424,9.612,213.4
3832,06/11/21 10:02:24,9.612,10.836,209.2
3833,06/11/21 10:03:24,9.612,12.024,209.2
3834,06/11/21 10:04:24,10.836,12.024,213.4
3835,06/11/21 10:05:24,9.612,10.836,214.8
3836,06/11/21 10:06:24,9.612,10.836,213.4
3837,06/11/21 10:07:24,10.836,12.024,216.2
3838,06/11/21 10:08:24,9.612,12.024,220.4
3839,06/11/21 10:09:24,9.612,10.836,223.2
3840,06/11/21 10:10:24,10.836,12.024,224.6
3841,06/11/21 10:11:24,9.612,12.024,224.6
3842,06/11/21 10:12:24,9.612,10.836,220.4
3843,06/11/21 10:13:24,9.612,10.836,216.2
3844,06/11/21 10:14:24,10.836,12.024,210.6
3845,06/11/21 10:15:24,9.612,10.836,210.6
3846,06/11/21 10:16:24,9.612,12.024,210.6
3847,06/11/21 10:17:24,9.612,12.024,214.8
3848,06/11/21 10:18:24,9.612,10.836,207.8
3849,06/11/21 10:19:24,9.612,10.836,209.2
3850,06/11/21 10:20:24,9.612,10.836,210.6
3851,06/11/21 10:21:24,9.612,12.024,213.4
3852,06/11/21 10:22:24,10.836,12.024,209.2
3853,06/11/21 10:23:24,10.836,13.212,212.0
3854,06/11/21 10:24:24,10.836,12.024,214.8
3855,06/11/21 10:25:24,12.024,14.436,209.2
3856,06/11/21 10:26:24,12.024,13.212,214.8
3857,06/11/21 10:27:24,12.024,14.436,217.6
3858,06/11/21 10:28:24,12.024,14.436,223.2
3859,06/11/21 10:29:24,10.836,13.212,228.8
3860,06/11/21 10:30:24,12.024,14.436,228.8
3861,06/11/21 10:31:24,10.836,12.024,224.6
3862,06/11/21 10:32:24,12.024,13.212,223.2
3863,06/11/21 10:33:24,12.024,14.436,220.4
3864,06/11/21 10:34:24,12.024,13.212,217.6
3865,06/11/21 10:35:24,12.024,13.212,219.0
3866,06/11/21 10:36:24,10.836,13.212,226.0
3867,06/11/21 10:37:24,10.836,13.212,223.2
3868,06/11/21 10:38:24,12.024,14.436,223.2
3869,06/11/21 10:39:24,9.612,12.024,226.0
3870,06/11/21 10:40:24,9.612,10.836,223.2
3871,06/11/21 10:41:24,12.024,14.436,217.6
3872,06/11/21 10:42:24,12.024,13.212,217.6
3873,06/11/21 10:43:24,10.836,13.212,221.8
3874,06/11/21 10:44:24,9.612,12.024,223.2
3875,06/11/21 10:45:24,12.024,13.212,209.2
3876,06/11/21 10:46:24,12.024,14.436,210.6
3877,06/11/21 10:47:24,10.836,13.212,212.0
3878,06/11/21 10:48:24,10.836,13.212,217.6
3879,06/11/21 10:49:24,12.024,14.436,213.4
3880,06/11/21 10:50:24,12.024,14.436,210.6
3881,06/11/21 10:51:24,12.024,14.436,213.4
3882,06/11/21 10:52:24,12.024,14.436,209.2
3883,06/11/21 10:53:24,13.212,15.624,203.6
3884,06/11/21 10:54:24,14.436,15.624,203.6
3885,06/11/21 10:55:24,12.024,14.436,206.4
3886,06/11/21 10:56:24,13.212,15.624,209.2
3887,06/11/21 10:57:24,13.212,14.436,213.4
3888,06/11/21 10:58:24,10.836,13.212,221.8
3889,06/11/21 10:59:24,12.024,15.624,213.4
3890,06/11/21 11:00:24,13.212,15.624,220.4
3891,06/11/21 11:01:24,13.212,16.848,214.8
3892,06/11/21 11:02:24,12.024,15.624,214.8
3893,06/11/21 11:03:24,12.024,15.624,214.8
3894,06/11/21 11:04:24,13.212,16.848,212.0
3895,06/11/21 11:05:24,12.024,14.436,216.2
3896,06/11/21 11:06:24,12.024,15.624,214.8
3897,06/11/21 11:07:24,12.024,14.436,214.8
3898,06/11/21 11:08:24,12.024,15.624,214.8
3899,06/11/21 11:09:24,12.024,16.848,200.8
3900,06/11/21 11:10:24,10.836,15.624,199.4
3901,06/11/21 11:11:24,10.836,13.212,209.2
3902,06/11/21 11:12:24,10.836,13.212,214.8
3903,06/11/21 11:13:24,12.024,14.436,200.8
3904,06/11/21 11:14:24,10.836,13.212,203.6
3905,06/11/21 11:15:24,10.836,14.436,199.4
3906,06/11/21 11:16:24,10.836,13.212,202.2
3907,06/11/21 11:17:24,10.836,13.212,186.7
3908,06/11/21 11:18:24,13.212,15.624,199.4
3909,06/11/21 11:19:24,10.836,12.024,200.8
3910,06/11/21 11:20:24,13.212,15.624,202.2
3911,06/11/21 11:21:24,12.024,13.212,205.0
3912,06/11/21 11:22:24,10.836,14.436,200.8
3913,06/11/21 11:23:24,9.612,14.436,210.6
3914,06/11/21 11:24:24,9.612,13.212,220.4
3915,06/11/21 11:25:24,12.024,15.624,216.2
3916,06/11/21 11:26:24,10.836,13.212,214.8
3917,06/11/21 11:27:24,9.612,12.024,212.0
3918,06/11/21 11:28:24,10.836,15.624,199.4
3919,06/11/21 11:29:24,13.212,16.848,209.2
3920,06/11/21 11:30:24,10.836,13.212,205.0
3921,06/11/21 11:31:24,8.424,12.024,214.8
3922,06/11/21 11:32:24,12.024,15.624,212.0
3923,06/11/21 11:33:24,12.024,14.436,200.8
3924,06/11/21 11:34:24,10.836,14.436,205.0
3925,06/11/21 11:35:24,10.836,13.212,200.8
3926,06/11/21 11:36:24,12.024,14.436,193.7
3927,06/11/21 11:37:24,13.212,15.624,200.8
3928,06/11/21 11:38:24,10.836,14.436,205.0
3929,06/11/21 11:39:24,12.024,16.848,207.8
3930,06/11/21 11:40:24,10.836,14.436,202.2
3931,06/11/21 11:41:24,12.024,13.212,189.5
3932,06/11/21 11:42:24,13.212,16.848,198.0
3933,06/11/21 11:43:24,10.836,13.212,200.8
3934,06/11/21 11:44:24,7.200,10.836,205.0
3935,06/11/21 11:45:24,10.836,14.436,206.4
3936,06/11/21 11:46:24,9.612,13.212,198.0
3937,06/11/21 11:47:24,10.836,13.212,195.1
3938,06/11/21 11:48:24,9.612,10.836,192.3
3939,06/11/21 11:49:24,8.424,10.836,195.1
3940,06/11/21 11:50:24,8.424,12.024,209.2
3941,06/11/21 11:51:24,6.012,9.612,205.0
3942,06/11/21 11:52:24,12.024,14.436,206.4
3943,06/11/21 11:53:24,9.612,10.836,216.2
3944,06/11/21 11:54:24,6.012,8.424,216.2
3945,06/11/21 11:55:24,4.824,7.200,216.2
3946,06/11/21 11:56:24,7.200,10.836,206.4
3947,06/11/21 11:57:24,8.424,10.836,199.4
3948,06/11/21 11:58:24,7.200,10.836,202.2
3949,06/11/21 11:59:24,9.612,13.212,200.8
3950,06/11/21 12:00:24,10.836,13.212,205.0
3951,06/11/21 12:01:24,10.836,12.024,209.2
3952,06/11/21 12:02:24,10.836,15.624,198.0
3953,06/11/21 12:03:24,10.836,13.212,198.0
3954,06/11/21 12:04:24,9.612,10.836,200.8
3955,06/11/21 12:05:24,12.024,14.436,214.8
3956,06/11/21 12:06:24,7.200,10.836,220.4
3957,06/11/21 12:07:24,10.836,14.436,200.8
3958,06/11/21 12:08:24,9.612,12.024,200.8
3959,06/11/21 12:09:24,10.836,14.436,212.0
3960,06/11/21 12:10:24,10.836,13.212,230.2
3961,06/11/21 12:11:24,9.612,13.212,206.4
3962,06/11/21 12:12:24,7.200,9.612,183.9
3963,06/11/21 12:13:24,9.612,13.212,189.5
3964,06/11/21 12:14:24,12.024,15.624,202.2
3965,06/11/21 12:15:24,8.424,10.836,214.8
3966,06/11/21 12:16:24,8.424,12.024,217.6
3967,06/11/21 12:17:24,9.612,12.024,207.8
3968,06/11/21 12:18:24,6.012,9.612,209.2
3969,06/11/21 12:19:24,13.212,18.036,207.8
3970,06/11/21 12:20:24,8.424,12.024,193.7
3971,06/11/21 12:21:24,8.424,12.024,185.3
3972,06/11/21 12:22:24,12.024,15.624,188.1
3973,06/11/21 12:23:24,12.024,13.212,207.8
3974,06/11/21 12:24:24,9.612,12.024,199.4
3975,06/11/21 12:25:24,7.200,12.024,200.8
3976,06/11/21 12:26:24,10.836,14.436,206.4
3977,06/11/21 12:27:24,8.424,14.436,196.5
3978,06/11/21 12:28:24,9.612,12.024,181.1
3979,06/11/21 12:29:24,12.024,15.624,193.7
3980,06/11/21 12:30:24,9.612,12.024,209.2
3981,06/11/21 12:31:24,9.612,15.624,205.0
3982,06/11/21 12:32:24,9.612,13.212,205.0
3983,06/11/21 12:33:24,10.836,13.212,207.8
3984,06/11/21 12:34:24,9.612,12.024,202.2
3985,06/11/21 12:35:24,8.424,9.612,186.7
3986,06/11/21 12:36:24,7.200,9.612,221.8
3987,06/11/21 12:37:24,7.200,14.436,212.0
3988,06/11/21 12:38:24,10.836,14.436,190.9
3989,06/11/21 12:39:24,7.200,8.424,193.7
3990,06/11/21 12:40:24,10.836,14.436,206.4
3991,06/11/21 12:41:24,10.836,19.224,200.8
3992,06/11/21 12:42:24,9.612,12.024,207.8
3993,06/11/21 12:43:24,7.200,10.836,209.2
3994,06/11/21 12:44:24,7.200,13.212,183.9
3995,06/11/21 12:45:24,8.424,12.024,207.8
3996,06/11/21 12:46:24,7.200,10.836,216.2
3997,06/11/21 12:47:24,9.612,13.212,207.8
3998,06/11/21 12:48:24,8.424,12.024,202.2
3999,06/11/21 12:49:24,8.424,12.024,206.4
4000,06/11/21 12:50:24,2.412,3.600,206.4
4001,06/11/21 12:51:24,4.824,10.836,206.4
4002,06/11/21 12:52:24,8.424,9.612,214.8
4003,06/11/21 12:53:24,7.200,10.836,216.2
4004,06/11/21 12:54:24,8.424,12.024,213.4
4005,06/11/21 12:55:24,8.424,10.836,214.8
4006,06/11/21 12:56:24,4.824,8.424,210.6
4007,06/11/21 12:57:24,4.824,9.612,213.4
4008,06/11/21 12:58:24,8.424,13.212,213.4
4009,06/11/21 12:59:24,9.612,12.024,196.5
4010,06/11/21 13:00:24,8.424,10.836,196.5
4011,06/11/21 13:01:24,6.012,10.836,200.8
4012,06/11/21 13:02:24,7.200,12.024,207.8
4013,06/11/21 13:03:24,9.612,12.024,199.4
4014,06/11/21 13:04:24,6.012,6.012,196.5
4015,06/11/21 13:05:24,10.836,14.436,219.0
4016,06/11/21 13:06:24,4.824,7.200,224.6
4017,06/11/21 13:07:24,4.824,6.012,223.2
4018,06/11/21 13:08:24,6.012,9.612,223.2
4019,06/11/21 13:09:24,4.824,6.012,223.2
4020,06/11/21 13:10:24,2.412,4.824,223.2
4021,06/11/21 13:11:24,2.412,4.824,223.2
4022,06/11/21 13:12:24,4.824,7.200,200.8
4023,06/11/21 13:13:24,9.612,12.024,178.3
4024,06/11/21 13:14:24,8.424,10.836,168.5
4025,06/11/21 13:15:24,9.612,12.024,160.0
4026,06/11/21 13:16:24,8.424,10.836,146.0
4027,06/11/21 13:17:24,6.012,8.424,146.0
4028,06/11/21 13:18:24,4.824,6.012,148.8
4029,06/11/21 13:19:24,7.200,12.024,175.5
4030,06/11/21 13:20:24,3.600,4.824,172.7
4031,06/11/21 13:21:24,6.012,7.200,189.5
4032,06/11/21 13:22:24,4.824,7.200,190.9
4033,06/11/21 13:23:24,2.412,4.824,190.9
4034,06/11/21 13:24:24,3.600,4.824,190.9
4035,06/11/21 13:25:24,7.200,9.612,127.8
4036,06/11/21 13:26:24,6.012,9.612,219.0
4037,06/11/21 13:27:24,6.012,8.424,206.4
4038,06/11/21 13:28:24,8.424,12.024,188.1
4039,06/11/21 13:29:24,10.836,13.212,181.1
4040,06/11/21 13:30:24,9.612,12.024,183.9
4041,06/11/21 13:31:24,7.200,9.612,190.9
4042,06/11/21 13:32:24,7.200,8.424,189.5
4043,06/11/21 13:33:24,4.824,7.200,183.9
4044,06/11/21 13:34:24,2.412,6.012,183.9
4045,06/11/21 13:35:24,1.188,7.200,185.3
4046,06/11/21 13:36:24,9.612,13.212,171.3
4047,06/11/21 13:37:24,10.836,14.436,167.1
4048,06/11/21 13:38:24,9.612,13.212,172.7
4049,06/11/21 13:39:24,6.012,7.200,192.3
4050,06/11/21 13:40:24,7.200,10.836,158.6
4051,06/11/21 13:41:24,9.612,13.212,147.4
4052,06/11/21 13:42:24,7.200,9.612,147.4
4053,06/11/21 13:43:24,4.824,6.012,146.0
4054,06/11/21 13:44:24,7.200,10.836,157.2
4055,06/11/21 13:45:24,10.836,12.024,129.2
4056,06/11/21 13:46:24,3.600,8.424,122.1
4057,06/11/21 13:47:24,2.412,9.612,127.8
4058,06/11/21 13:48:24,9.612,13.212,154.4
4059,06/11/21 13:49:24,7.200,9.612,158.6
4060,06/11/21 13:50:24,7.200,10.836,176.9
4061,06/11/21 13:51:24,8.424,12.024,164.3
4062,06/11/21 13:52:24,7.200,9.612,182.5
4063,06/11/21 13:53:24,2.412,3.600,181.1
4064,06/11/21 13:54:24,7.200,14.436,164.3
4065,06/11/21 13:55:24,9.612,12.024,133.4
4066,06/11/21 13:56:24,10.836,13.212,126.4
4067,06/11/21 13:57:24,8.424,10.836,115.1
4068,06/11/21 13:58:24,7.200,9.612,124.9
4069,06/11/21 13:59:24,9.612,12.024,144.6
4070,06/11/21 14:00:24,8.424,12.024,169.9
4071,06/11/21 14:01:24,8.424,12.024,160.0
4072,06/11/21 14:02:24,8.424,13.212,139.0
4073,06/11/21 14:03:24,8.424,10.836,96.9
4074,06/11/21 14:04:24,9.612,12.024,141.8
4075,06/11/21 14:05:24,12.024,16.848,136.2
4076,06/11/21 14:06:24,9.612,13.212,192.3
4077,06/11/21 14:07:24,7.200,12.024,188.1
4078,06/11/21 14:08:24,10.836,13.212,169.9
4079,06/11/21 14:09:24,10.836,16.848,178.3
4080,06/11/21 14:10:24,13.212,15.624,186.7
4081,06/11/21 14:11:24,12.024,16.848,181.1
4082,06/11/21 14:12:24,8.424,12.024,181.1
4083,06/11/21 14:13:24,4.824,7.200,182.5
4084,06/11/21 14:14:24,4.824,10.836,178.3
4085,06/11/21 14:15:24,7.200,10.836,153.0
4086,06/11/21 14:16:24,8.424,9.612,136.2
4087,06/11/21 14:17:24,6.012,7.200,148.8
4088,06/11/21 14:18:24,4.824,6.012,186.7
4089,06/11/21 14:19:24,7.200,9.612,190.9
4090,06/11/21 14:20:24,2.412,3.600,192.3
4091,06/11/21 14:21:24,2.412,7.200,193.7
4092,06/11/21 14:22:24,6.012,7.200,192.3
4093,06/11/21 14:23:24,1.188,3.600,192.3
4094,06/11/21 14:24:24,3.600,6.012,193.7
4095,06/11/21 14:25:24,6.012,9.612,190.9
4096,06/11/21 14:26:24,4.824,6.012,186.7
4097,06/11/21 14:27:24,7.200,10.836,188.1
4098,06/11/21 14:28:24,10.836,14.436,209.2
4099,06/11/21 14:29:24,6.012,9.612,216.2
4100,06/11/21 14:30:24,9.612,10.836,193.7
4101,06/11/21 14:31:24,9.612,15.624,192.3
4102,06/11/21 14:32:24,2.412,3.600,195.1
4103,06/11/21 14:33:24,4.824,9.612,189.5
4104,06/11/21 14:34:24,12.024,14.436,202.2
4105,06/11/21 14:35:24,9.612,12.024,181.1
4106,06/11/21 14:36:24,9.612,13.212,158.6
4107,06/11/21 14:37:24,10.836,12.024,146.0
4108,06/11/21 14:38:24,9.612,10.836,134.8
4109,06/11/21 14:39:24,6.012,8.424,122.1
4110,06/11/21 14:40:24,6.012,10.836,124.9
4111,06/11/21 14:41:24,6.012,9.612,123.5
4112,06/11/21 14:42:24,3.600,7.200,124.9
4113,06/11/21 14:43:24,8.424,10.836,192.3
4114,06/11/21 14:44:24,7.200,8.424,198.0
4115,06/11/21 14:45:24,4.824,6.012,207.8
4116,06/11/21 14:46:24,7.200,12.024,181.1
4117,06/11/21 14:47:24,12.024,15.624,214.8
4118,06/11/21 14:48:24,6.012,9.612,221.8
4119,06/11/21 14:49:24,2.412,6.012,220.4
4120,06/11/21 14:50:24,4.824,9.612,175.5
4121,06/11/21 14:51:24,8.424,12.024,154.4
4122,06/11/21 14:52:24,7.200,12.024,136.2
4123,06/11/21 14:53:24,4.824,8.424,158.6
4124,06/11/21 14:54:24,10.836,12.024,189.5
4125,06/11/21 14:55:24,7.200,14.436,195.1
4126,06/11/21 14:56:24,3.600,3.600,195.1
4127,06/11/21 14:57:24,3.600,6.012,193.7
4128,06/11/21 14:58:24,2.412,6.012,193.7
4129,06/11/21 14:59:24,7.200,10.836,183.9
4130,06/11/21 15:00:24,9.612,16.848,190.9
4131,06/11/21 15:01:24,7.200,13.212,186.7
4132,06/11/21 15:02:24,7.200,10.836,181.1
4133,06/11/21 15:03:24,8.424,10.836,182.5
4134,06/11/21 15:04:24,7.200,8.424,181.1
4135,06/11/21 15:05:24,4.824,7.200,181.1
4136,06/11/21 15:06:24,7.200,12.024,188.1
4137,06/11/21 15:07:24,8.424,10.836,200.8
4138,06/11/21 15:08:24,12.024,14.436,220.4
4139,06/11/21 15:09:24,7.200,10.836,234.5
4140,06/11/21 15:10:24,8.424,12.024,247.1
4141,06/11/21 15:11:24,8.424,9.612,247.1
4142,06/11/21 15:12:24,4.824,6.012,247.1
4143,06/11/21 15:13:24,7.200,9.612,213.4
4144,06/11/21 15:14:24,6.012,8.424,179.7
4145,06/11/21 15:15:24,7.200,8.424,178.3
4146,06/11/21 15:16:24,6.012,12.024,181.1
4147,06/11/21 15:17:24,8.424,10.836,196.5
4148,06/11/21 15:18:24,7.200,9.612,192.3
4149,06/11/21 15:19:24,4.824,7.200,193.7
4150,06/11/21 15:20:24,6.012,9.612,183.9
4151,06/11/21 15:21:24,9.612,14.436,171.3
4152,06/11/21 15:22:24,10.836,15.624,186.7
4153,06/11/21 15:23:24,13.212,18.036,202.2
4154,06/11/21 15:24:24,12.024,13.212,190.9
4155,06/11/21 15:25:24,8.424,12.024,186.7
4156,06/11/21 15:26:24,3.600,6.012,189.5
4157,06/11/21 15:27:24,8.424,12.024,206.4
4158,06/11/21 15:28:24,8.424,13.212,203.6
4159,06/11/21 15:29:24,8.424,10.836,193.7
4160,06/11/21 15:30:24,8.424,10.836,172.7
4161,06/11/21 15:31:24,7.200,13.212,146.0
4162,06/11/21 15:32:24,1.188,2.412,143.2
4163,06/11/21 15:33:24,2.412,3.600,171.3
4164,06/11/21 15:34:24,3.600,10.836,172.7
4165,06/11/21 15:35:24,9.612,12.024,169.9
4166,06/11/21 15:36:24,6.012,8.424,192.3
4167,06/11/21 15:37:24,10.836,15.624,192.3
4168,06/11/21 15:38:24,12.024,14.436,193.7
4169,06/11/21 15:39:24,9.612,13.212,196.5
4170,06/11/21 15:40:24,7.200,8.424,198.0
4171,06/11/21 15:41:24,6.012,8.424,196.5
4172,06/11/21 15:42:24,6.012,8.424,196.5
4173,06/11/21 15:43:24,7.200,8.424,190.9
4174,06/11/21 15:44:24,4.824,7.200,185.3
4175,06/11/21 15:45:24,2.412,3.600,183.9
4176,06/11/21 15:46:24,3.600,4.824,185.3
4177,06/11/21 15:47:24,4.824,6.012,160.0
4178,06/11/21 15:48:24,7.200,9.612,155.8
4179,06/11/21 15:49:24,6.012,8.424,146.0
4180,06/11/21 15:50:24,3.600,6.012,147.4
4181,06/11/21 15:51:24,1.188,2.412,146.0
4182,06/11/21 15:52:24,0.000,1.188,144.6
4183,06/11/21 15:53:24,1.188,2.412,146.0
4184,06/11/21 15:54:24,1.188,2.412,146.0
4185,06/11/21 15:55:24,2.412,3.600,146.0
4186,06/11/21 15:56:24,2.412,3.600,144.6
4187,06/11/21 15:57:24,1.188,2.412,144.6
4188,06/11/21 15:58:24,0.000,0.000,144.6
4189,06/11/21 15:59:24,1.188,2.412,146.0
4190,06/11/21 16:00:24,1.188,3.600,146.0
4191,06/11/21 16:01:24,2.412,7.200,154.4
4192,06/11/21 16:02:24,9.612,12.024,213.4
4193,06/11/21 16:03:24,9.612,10.836,216.2
4194,06/11/21 16:04:24,8.424,10.836,223.2
4195,06/11/21 16:05:24,4.824,8.424,226.0
4196,06/11/21 16:06:24,6.012,8.424,192.3
4197,06/11/21 16:07:24,6.012,13.212,161.5
4198,06/11/21 16:08:24,9.612,12.024,188.1
4199,06/11/21 16:09:24,13.212,18.036,185.3
4200,06/11/21 16:10:24,6.012,8.424,168.5
4201,06/11/21 16:11:24,8.424,9.612,178.3
4202,06/11/21 16:12:24,3.600,8.424,200.8
4203,06/11/21 16:13:24,0.000,0.000,200.8
4204,06/11/21 16:14:24,4.824,7.200,202.2
4205,06/11/21 16:15:24,4.824,7.200,196.5
4206,06/11/21 16:16:24,4.824,7.200,192.3
4207,06/11/21 16:17:24,4.824,8.424,179.7
4208,06/11/21 16:18:24,4.824,7.200,181.1
4209,06/11/21 16:19:24,7.200,10.836,167.1
4210,06/11/21 16:20:24,4.824,6.012,162.9
4211,06/11/21 16:21:24,3.600,4.824,160.0
4212,06/11/21 16:22:24,8.424,13.212,181.1
4213,06/11/21 16:23:24,6.012,9.612,179.7
4214,06/11/21 16:24:24,8.424,10.836,161.5
4215,06/11/21 16:25:24,8.424,10.836,164.3
4216,06/11/21 16:26:24,8.424,9.612,155.8
4217,06/11/21 16:27:24,8.424,12.024,158.6
4218,06/11/21 16:28:24,9.612,12.024,141.8
4219,06/11/21 16:29:24,7.200,9.612,141.8
4220,06/11/21 16:30:24,6.012,8.424,141.8
4221,06/11/21 16:31:24,3.600,4.824,140.4
4222,06/11/21 16:32:24,1.188,2.412,140.4
4223,06/11/21 16:33:24,0.000,0.000,141.8
4224,06/11/21 16:34:24,0.000,1.188,140.4
4225,06/11/21 16:35:24,2.412,6.012,175.5
4226,06/11/21 16:36:24,1.188,3.600,207.8
4227,06/11/21 16:37:24,1.188,2.412,206.4
4228,06/11/21 16:38:24,3.600,4.824,206.4
4229,06/11/21 16:39:24,3.600,6.012,206.4
4230,06/11/21 16:40:24,6.012,8.424,158.6
4231,06/11/21 16:41:24,7.200,10.836,127.8
4232,06/11/21 16:42:24,8.424,9.612,123.5
4233,06/11/21 16:43:24,6.012,9.612,129.2
4234,06/11/21 16:44:24,8.424,9.612,137.6
4235,06/11/21 16:45:24,6.012,10.836,137.6
4236,06/11/21 16:46:24,8.424,13.212,133.4
4237,06/11/21 16:47:24,2.412,6.012,130.6
4238,06/11/21 16:48:24,7.200,8.424,130.6
4239,06/11/21 16:49:24,3.600,6.012,132.0
4240,06/11/21 16:50:24,7.200,10.836,153.0
4241,06/11/21 16:51:24,6.012,9.612,178.3
4242,06/11/21 16:52:24,2.412,3.600,178.3
4243,06/11/21 16:53:24,2.412,4.824,176.9
4244,06/11/21 16:54:24,2.412,3.600,178.3
4245,06/11/21 16:55:24,3.600,4.824,176.9
4246,06/11/21 16:56:24,1.188,2.412,178.3
4247,06/11/21 16:57:24,3.600,4.824,176.9
4248,06/11/21 16:58:24,8.424,10.836,137.6
