"Título de trazado: E2"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Dirección del viento, ø (LGR S/N: 20682654, SEN S/N: 20679482, LBL: N/S)"
1088,04/02/22 05:11:44 AM,2.412,6.012,160.0
1089,04/02/22 05:16:44 AM,3.600,7.200,160.0
1090,04/02/22 05:21:44 AM,2.412,6.012,155.8
1091,04/02/22 05:26:44 AM,6.012,9.612,154.4
1092,04/02/22 05:31:44 AM,3.600,6.012,155.8
1093,04/02/22 05:36:44 AM,3.600,8.424,161.5
1094,04/02/22 05:41:44 AM,9.612,19.224,167.1
1095,04/02/22 05:46:44 AM,7.200,10.836,155.8
1096,04/02/22 05:51:44 AM,8.424,13.212,158.6
1097,04/02/22 05:56:44 AM,7.200,13.212,155.8
1098,04/02/22 06:01:44 AM,6.012,9.612,162.9
1099,04/02/22 06:06:44 AM,12.024,18.036,157.2
1100,04/02/22 06:11:44 AM,10.836,15.624,155.8
1101,04/02/22 06:16:44 AM,4.824,14.436,157.2
1102,04/02/22 06:21:44 AM,3.600,8.424,155.8
1103,04/02/22 06:26:44 AM,6.012,8.424,157.2
1104,04/02/22 06:31:44 AM,7.200,13.212,155.8
1105,04/02/22 06:36:44 AM,3.600,12.024,155.8
1106,04/02/22 06:41:44 AM,0.000,3.600,155.8
1107,04/02/22 06:46:44 AM,3.600,8.424,155.8
1108,04/02/22 06:51:44 AM,0.000,2.412,155.8
1109,04/02/22 06:56:44 AM,1.188,6.012,157.2
1110,04/02/22 07:01:44 AM,3.600,6.012,154.4
1111,04/02/22 07:06:44 AM,2.412,6.012,155.8
1112,04/02/22 07:11:44 AM,3.600,7.200,158.6
1113,04/02/22 07:16:44 AM,2.412,6.012,155.8
1114,04/02/22 07:21:44 AM,3.600,4.824,155.8
1115,04/02/22 07:26:44 AM,3.600,6.012,157.2
1116,04/02/22 07:31:44 AM,3.600,6.012,155.8
1117,04/02/22 07:36:44 AM,6.012,7.200,160.0
1118,04/02/22 07:41:44 AM,4.824,6.012,182.5
1119,04/02/22 07:46:44 AM,1.188,3.600,155.8
1120,04/02/22 07:51:44 AM,3.600,7.200,161.5
1121,04/02/22 07:56:44 AM,1.188,4.824,155.8
1122,04/02/22 08:01:44 AM,7.200,9.612,158.6
1123,04/02/22 08:06:44 AM,7.200,9.612,165.7
1124,04/02/22 08:11:44 AM,4.824,7.200,165.7
1125,04/02/22 08:16:44 AM,4.824,7.200,160.0
1126,04/02/22 08:21:44 AM,2.412,4.824,190.9
1127,04/02/22 08:26:44 AM,6.012,7.200,157.2
1128,04/02/22 08:31:44 AM,4.824,6.012,167.1
1129,04/02/22 08:36:44 AM,3.600,4.824,178.3
1130,04/02/22 08:41:44 AM,1.188,4.824,174.1
1131,04/02/22 08:46:44 AM,2.412,4.824,162.9
1132,04/02/22 08:51:44 AM,2.412,4.824,165.7
1133,04/02/22 08:56:44 AM,0.000,2.412,164.3
1134,04/02/22 09:01:44 AM,1.188,2.412,155.8
1135,04/02/22 09:06:44 AM,1.188,3.600,171.3
1136,04/02/22 09:11:44 AM,2.412,4.824,155.8
1137,04/02/22 09:16:44 AM,3.600,7.200,164.3
1138,04/02/22 09:21:44 AM,1.188,3.600,154.4
1139,04/02/22 09:26:44 AM,1.188,3.600,175.5
1140,04/02/22 09:31:44 AM,1.188,3.600,162.9
1141,04/02/22 09:36:44 AM,2.412,4.824,157.2
1142,04/02/22 09:41:44 AM,1.188,4.824,182.5
1143,04/02/22 09:46:44 AM,4.824,9.612,164.3
1144,04/02/22 09:51:44 AM,6.012,14.436,175.5
1145,04/02/22 09:56:44 AM,3.600,9.612,172.7
1146,04/02/22 10:01:44 AM,4.824,9.612,169.9
1147,04/02/22 10:06:44 AM,6.012,8.424,299.0
1148,04/02/22 10:11:44 AM,4.824,7.200,139.0
1149,04/02/22 10:16:44 AM,4.824,8.424,126.4
1150,04/02/22 10:21:44 AM,3.600,9.612,141.8
1151,04/02/22 10:26:44 AM,4.824,9.612,127.8
1152,04/02/22 10:31:44 AM,4.824,8.424,137.6
1153,04/02/22 10:36:44 AM,3.600,8.424,146.0
1154,04/02/22 10:41:44 AM,9.612,15.624,147.4
1155,04/02/22 10:46:44 AM,9.612,15.624,147.4
1156,04/02/22 10:51:44 AM,9.612,14.436,151.6
1157,04/02/22 10:56:44 AM,8.424,15.624,176.9
1158,04/02/22 11:01:44 AM,10.836,19.224,165.7
1159,04/02/22 11:06:44 AM,9.612,16.848,164.3
1160,04/02/22 11:11:44 AM,7.200,12.024,162.9
1161,04/02/22 11:16:44 AM,8.424,13.212,150.2
1162,04/02/22 11:21:44 AM,8.424,15.624,151.6
1163,04/02/22 11:26:44 AM,7.200,13.212,338.3
1164,04/02/22 11:31:44 AM,9.612,15.624,154.4
1165,04/02/22 11:36:44 AM,6.012,13.212,151.6
1166,04/02/22 11:41:44 AM,6.012,9.612,146.0
1167,04/02/22 11:46:44 AM,7.200,10.836,155.8
1168,04/02/22 11:51:44 AM,6.012,15.624,150.2
1169,04/02/22 11:56:44 AM,9.612,15.624,174.1
1170,04/02/22 12:01:44 PM,12.024,18.036,153.0
1171,04/02/22 12:06:44 PM,6.012,14.436,168.5
1172,04/02/22 12:11:44 PM,6.012,13.212,105.3
1173,04/02/22 12:16:44 PM,4.824,10.836,153.0
1174,04/02/22 12:21:44 PM,3.600,13.212,153.0
1175,04/02/22 12:26:44 PM,10.836,18.036,157.2
1176,04/02/22 12:31:44 PM,9.612,16.848,162.9
1177,04/02/22 12:36:44 PM,15.624,24.048,151.6
1178,04/02/22 12:41:44 PM,13.212,21.636,157.2
1179,04/02/22 12:46:44 PM,14.436,24.048,167.1
1180,04/02/22 12:51:44 PM,8.424,15.624,195.1
1181,04/02/22 12:56:44 PM,9.612,19.224,167.1
1182,04/02/22 01:01:44 PM,3.600,12.024,165.7
1183,04/02/22 01:06:44 PM,10.836,22.860,164.3
1184,04/02/22 01:11:44 PM,14.436,21.636,155.8
1185,04/02/22 01:16:44 PM,20.448,36.072,161.5
1186,04/02/22 01:21:44 PM,19.224,40.860,162.9
1187,04/02/22 01:26:44 PM,28.872,46.872,161.5
1188,04/02/22 01:31:44 PM,28.872,40.860,162.9
1189,04/02/22 01:36:44 PM,31.248,46.872,161.5
1190,04/02/22 01:41:44 PM,33.660,54.108,162.9
1191,04/02/22 01:46:44 PM,38.484,51.696,162.9
1192,04/02/22 01:51:44 PM,39.672,61.308,160.0
1193,04/02/22 01:56:44 PM,40.860,57.708,162.9
1194,04/02/22 02:01:44 PM,45.684,66.132,162.9
1195,04/02/22 02:06:44 PM,38.484,57.708,160.0
1196,04/02/22 02:11:44 PM,38.484,55.296,161.5
1197,04/02/22 02:16:44 PM,43.272,60.120,164.3
1198,04/02/22 02:21:44 PM,46.872,61.308,162.9
1199,04/02/22 02:26:44 PM,46.872,69.732,162.9
1200,04/02/22 02:31:44 PM,42.084,61.308,162.9
1201,04/02/22 02:36:44 PM,44.496,68.544,161.5
1202,04/02/22 02:41:44 PM,45.684,61.308,164.3
1203,04/02/22 02:46:44 PM,51.696,69.732,162.9
1204,04/02/22 02:51:44 PM,48.096,61.308,162.9
1205,04/02/22 02:56:44 PM,55.296,67.320,162.9
1206,04/02/22 03:01:44 PM,46.872,70.920,162.9
1207,04/02/22 03:06:44 PM,48.096,67.320,164.3
1208,04/02/22 03:11:44 PM,50.508,75.744,162.9
1209,04/02/22 03:16:44 PM,50.508,72.144,164.3
1210,04/02/22 03:21:44 PM,44.496,62.532,164.3
1211,04/02/22 03:26:44 PM,39.672,55.296,162.9
1212,04/02/22 03:31:44 PM,44.496,63.720,162.9
1213,04/02/22 03:36:44 PM,43.272,67.320,161.5
1214,04/02/22 03:41:44 PM,46.872,66.132,161.5
1215,04/02/22 03:46:44 PM,51.696,72.144,164.3
1216,04/02/22 03:51:44 PM,51.696,70.920,161.5
1217,04/02/22 03:56:44 PM,54.108,78.156,162.9
1218,04/02/22 04:01:44 PM,48.096,62.532,162.9
1219,04/02/22 04:06:44 PM,49.284,73.332,162.9
1220,04/02/22 04:11:44 PM,48.096,68.544,161.5
1221,04/02/22 04:16:44 PM,44.496,62.532,158.6
1222,04/02/22 04:21:44 PM,43.272,73.332,160.0
1223,04/02/22 04:26:44 PM,57.708,73.332,162.9
1224,04/02/22 04:31:44 PM,49.284,70.920,161.5
1225,04/02/22 04:36:44 PM,48.096,62.532,162.9
1226,04/02/22 04:41:44 PM,42.084,61.308,161.5
1227,04/02/22 04:46:44 PM,43.272,56.520,158.6
1228,04/02/22 04:51:44 PM,42.084,60.120,161.5
1229,04/02/22 04:56:44 PM,43.272,57.708,160.0
1230,04/02/22 05:01:44 PM,46.872,60.120,158.6
1231,04/02/22 05:06:44 PM,42.084,56.520,158.6
1232,04/02/22 05:11:44 PM,39.672,51.696,161.5
1233,04/02/22 05:16:44 PM,45.684,62.532,164.3
1234,04/02/22 05:21:44 PM,45.684,62.532,161.5
1235,04/02/22 05:26:44 PM,43.272,57.708,160.0
1236,04/02/22 05:31:44 PM,42.084,54.108,161.5
1237,04/02/22 05:36:44 PM,38.484,62.532,161.5
1238,04/02/22 05:41:44 PM,40.860,55.296,162.9
1239,04/02/22 05:46:44 PM,40.860,62.532,161.5
1240,04/02/22 05:51:44 PM,38.484,54.108,160.0
1241,04/02/22 05:56:44 PM,43.272,54.108,161.5
1242,04/02/22 06:01:44 PM,42.084,55.296,161.5
1243,04/02/22 06:06:44 PM,32.472,45.684,161.5
1244,04/02/22 06:11:44 PM,42.084,55.296,158.6
1245,04/02/22 06:16:44 PM,37.260,48.096,160.0
1246,04/02/22 06:21:44 PM,40.860,56.520,161.5
1247,04/02/22 06:26:44 PM,43.272,67.320,161.5
1248,04/02/22 06:31:44 PM,32.472,48.096,158.6
1249,04/02/22 06:36:44 PM,36.072,52.884,160.0
1250,04/02/22 06:41:44 PM,40.860,55.296,161.5
1251,04/02/22 06:46:44 PM,43.272,57.708,161.5
1252,04/02/22 06:51:44 PM,37.260,46.872,158.6
1253,04/02/22 06:56:44 PM,38.484,52.884,161.5
1254,04/02/22 07:01:44 PM,37.260,55.296,162.9
1255,04/02/22 07:06:44 PM,37.260,54.108,162.9
1256,04/02/22 07:11:44 PM,33.660,44.496,160.0
1257,04/02/22 07:16:44 PM,32.472,44.496,160.0
1258,04/02/22 07:21:44 PM,32.472,40.860,160.0
1259,04/02/22 07:26:44 PM,33.660,45.684,161.5
1260,04/02/22 07:31:44 PM,31.248,43.272,158.6
1261,04/02/22 07:36:44 PM,30.060,42.084,158.6
1262,04/02/22 07:41:44 PM,27.648,39.672,162.9
1263,04/02/22 07:46:44 PM,24.048,33.660,157.2
1264,04/02/22 07:51:44 PM,27.648,40.860,157.2
1265,04/02/22 07:56:44 PM,28.872,37.260,157.2
1266,04/02/22 08:01:44 PM,30.060,37.260,157.2
1267,04/02/22 08:06:44 PM,30.060,38.484,157.2
1268,04/02/22 08:11:44 PM,31.248,40.860,155.8
1269,04/02/22 08:16:44 PM,27.648,33.660,155.8
1270,04/02/22 08:21:44 PM,25.236,36.072,155.8
1271,04/02/22 08:26:44 PM,22.860,30.060,157.2
1272,04/02/22 08:31:44 PM,22.860,31.248,157.2
1273,04/02/22 08:36:44 PM,25.236,33.660,155.8
1274,04/02/22 08:41:44 PM,20.448,25.236,157.2
1275,04/02/22 08:46:44 PM,25.236,34.848,157.2
1276,04/02/22 08:51:44 PM,25.236,36.072,155.8
1277,04/02/22 08:56:44 PM,27.648,34.848,157.2
1278,04/02/22 09:01:44 PM,21.636,27.648,157.2
1279,04/02/22 09:06:44 PM,22.860,34.848,155.8
1280,04/02/22 09:11:44 PM,25.236,32.472,155.8
1281,04/02/22 09:16:44 PM,22.860,30.060,155.8
1282,04/02/22 09:21:44 PM,22.860,31.248,155.8
1283,04/02/22 09:26:44 PM,26.460,32.472,155.8
1284,04/02/22 09:31:44 PM,21.636,28.872,155.8
1285,04/02/22 09:36:44 PM,22.860,32.472,157.2
1286,04/02/22 09:41:44 PM,22.860,32.472,155.8
1287,04/02/22 09:46:44 PM,22.860,30.060,155.8
1288,04/02/22 09:51:44 PM,18.036,22.860,155.8
1289,04/02/22 09:56:44 PM,18.036,22.860,157.2
1290,04/02/22 10:01:44 PM,19.224,27.648,157.2
1291,04/02/22 10:06:44 PM,18.036,24.048,158.6
1292,04/02/22 10:11:44 PM,18.036,24.048,157.2
1293,04/02/22 10:16:44 PM,19.224,26.460,158.6
1294,04/02/22 10:21:44 PM,20.448,26.460,157.2
1295,04/02/22 10:26:44 PM,22.860,27.648,157.2
1296,04/02/22 10:31:44 PM,26.460,32.472,155.8
1297,04/02/22 10:36:44 PM,27.648,37.260,155.8
1298,04/02/22 10:41:44 PM,28.872,40.860,155.8
1299,04/02/22 10:46:44 PM,30.060,40.860,157.2
1300,04/02/22 10:51:44 PM,39.672,52.884,164.3
1301,04/02/22 10:56:44 PM,34.848,46.872,161.5
1302,04/02/22 11:01:44 PM,36.072,46.872,161.5
1303,04/02/22 11:06:44 PM,36.072,52.884,162.9
1304,04/02/22 11:11:44 PM,33.660,42.084,161.5
1305,04/02/22 11:16:44 PM,37.260,50.508,158.6
1306,04/02/22 11:21:44 PM,36.072,46.872,161.5
1307,04/02/22 11:26:44 PM,34.848,54.108,164.3
1308,04/02/22 11:31:44 PM,33.660,46.872,165.7
1309,04/02/22 11:36:44 PM,31.248,42.084,162.9
1310,04/02/22 11:41:44 PM,32.472,45.684,168.5
1311,04/02/22 11:46:44 PM,30.060,46.872,165.7
1312,04/02/22 11:51:44 PM,30.060,42.084,165.7
1313,04/02/22 11:56:44 PM,32.472,54.108,162.9
1314,04/03/22 12:01:44 AM,30.060,42.084,164.3
1315,04/03/22 12:06:44 AM,30.060,46.872,165.7
1316,04/03/22 12:11:44 AM,28.872,40.860,164.3
1317,04/03/22 12:16:44 AM,32.472,44.496,164.3
1318,04/03/22 12:21:44 AM,32.472,52.884,162.9
1319,04/03/22 12:26:44 AM,27.648,44.496,160.0
1320,04/03/22 12:31:44 AM,38.484,49.284,158.6
1321,04/03/22 12:36:44 AM,32.472,46.872,161.5
1322,04/03/22 12:41:44 AM,30.060,54.108,162.9
1323,04/03/22 12:46:44 AM,31.248,46.872,161.5
1324,04/03/22 12:51:44 AM,28.872,46.872,160.0
1325,04/03/22 12:56:44 AM,26.460,34.848,158.6
1326,04/03/22 01:01:44 AM,24.048,38.484,164.3
1327,04/03/22 01:06:44 AM,19.224,30.060,158.6
1328,04/03/22 01:11:44 AM,30.060,39.672,157.2
1329,04/03/22 01:16:44 AM,22.860,32.472,157.2
1330,04/03/22 01:21:44 AM,34.848,44.496,157.2
1331,04/03/22 01:26:44 AM,34.848,44.496,155.8
1332,04/03/22 01:31:44 AM,33.660,49.284,157.2
1333,04/03/22 01:36:44 AM,31.248,46.872,155.8
1334,04/03/22 01:41:44 AM,30.060,43.272,157.2
1335,04/03/22 01:46:44 AM,28.872,39.672,155.8
1336,04/03/22 01:51:44 AM,21.636,28.872,155.8
1337,04/03/22 01:56:44 AM,28.872,37.260,155.8
1338,04/03/22 02:01:44 AM,30.060,37.260,155.8
1339,04/03/22 02:06:44 AM,25.236,34.848,155.8
1340,04/03/22 02:11:44 AM,25.236,36.072,157.2
1341,04/03/22 02:16:44 AM,26.460,34.848,155.8
1342,04/03/22 02:21:44 AM,26.460,36.072,155.8
1343,04/03/22 02:26:44 AM,30.060,34.848,155.8
1344,04/03/22 02:31:44 AM,27.648,36.072,157.2
1345,04/03/22 02:36:44 AM,27.648,34.848,157.2
1346,04/03/22 02:41:44 AM,22.860,32.472,158.6
1347,04/03/22 02:46:44 AM,30.060,38.484,157.2
1348,04/03/22 02:51:44 AM,26.460,34.848,157.2
1349,04/03/22 02:56:44 AM,30.060,37.260,157.2
1350,04/03/22 03:01:44 AM,30.060,36.072,155.8
1351,04/03/22 03:06:44 AM,31.248,46.872,155.8
1352,04/03/22 03:11:44 AM,33.660,44.496,155.8
1353,04/03/22 03:16:44 AM,28.872,37.260,157.2
1354,04/03/22 03:21:44 AM,28.872,42.084,157.2
1355,04/03/22 03:26:44 AM,26.460,34.848,157.2
1356,04/03/22 03:31:44 AM,30.060,37.260,157.2
1357,04/03/22 03:36:44 AM,18.036,27.648,157.2
1358,04/03/22 03:41:44 AM,18.036,25.236,155.8
1359,04/03/22 03:46:44 AM,27.648,37.260,155.8
1360,04/03/22 03:51:44 AM,19.224,27.648,157.2
1361,04/03/22 03:56:44 AM,27.648,37.260,157.2
1362,04/03/22 04:01:44 AM,22.860,36.072,167.1
1363,04/03/22 04:06:44 AM,19.224,33.660,165.7
1364,04/03/22 04:11:44 AM,19.224,30.060,157.2
1365,04/03/22 04:16:44 AM,12.024,19.224,162.9
1366,04/03/22 04:21:44 AM,9.612,13.212,157.2
1367,04/03/22 04:26:44 AM,6.012,13.212,161.5
1368,04/03/22 04:31:44 AM,12.024,16.848,199.4
1369,04/03/22 04:36:44 AM,13.212,18.036,212.0
1370,04/03/22 04:41:44 AM,16.848,24.048,174.1
1371,04/03/22 04:46:44 AM,25.236,40.860,165.7
1372,04/03/22 04:51:44 AM,21.636,43.272,164.3
1373,04/03/22 04:56:44 AM,24.048,33.660,164.3
1374,04/03/22 05:01:44 AM,20.448,33.660,161.5
1375,04/03/22 05:06:44 AM,22.860,40.860,161.5
1376,04/03/22 05:11:44 AM,27.648,37.260,158.6
1377,04/03/22 05:16:44 AM,30.060,39.672,162.9
1378,04/03/22 05:21:44 AM,26.460,33.660,158.6
1379,04/03/22 05:26:44 AM,27.648,37.260,157.2
1380,04/03/22 05:31:44 AM,24.048,33.660,157.2
1381,04/03/22 05:36:44 AM,20.448,30.060,161.5
1382,04/03/22 05:41:44 AM,19.224,26.460,160.0
1383,04/03/22 05:46:44 AM,20.448,31.248,157.2
1384,04/03/22 05:51:44 AM,19.224,31.248,158.6
1385,04/03/22 05:56:44 AM,22.860,28.872,158.6
1386,04/03/22 06:01:44 AM,19.224,26.460,160.0
1387,04/03/22 06:06:44 AM,25.236,38.484,157.2
1388,04/03/22 06:11:44 AM,22.860,31.248,157.2
1389,04/03/22 06:16:44 AM,25.236,32.472,157.2
1390,04/03/22 06:21:44 AM,22.860,28.872,157.2
1391,04/03/22 06:26:44 AM,25.236,31.248,160.0
1392,04/03/22 06:31:44 AM,21.636,28.872,157.2
1393,04/03/22 06:36:44 AM,21.636,28.872,157.2
1394,04/03/22 06:41:44 AM,21.636,26.460,155.8
1395,04/03/22 06:46:44 AM,18.036,25.236,155.8
1396,04/03/22 06:51:44 AM,12.024,15.624,158.6
1397,04/03/22 06:56:44 AM,10.836,14.436,155.8
1398,04/03/22 07:01:44 AM,7.200,14.436,154.4
1399,04/03/22 07:06:44 AM,4.824,8.424,150.2
1400,04/03/22 07:11:44 AM,2.412,7.200,153.0
1401,04/03/22 07:16:44 AM,3.600,9.612,154.4
1402,04/03/22 07:21:44 AM,2.412,6.012,154.4
1403,04/03/22 07:26:44 AM,6.012,9.612,157.2
1404,04/03/22 07:31:44 AM,7.200,9.612,155.8
1405,04/03/22 07:36:44 AM,6.012,9.612,155.8
1406,04/03/22 07:41:44 AM,6.012,8.424,154.4
1407,04/03/22 07:46:44 AM,8.424,10.836,154.4
1408,04/03/22 07:51:44 AM,8.424,14.436,153.0
1409,04/03/22 07:56:44 AM,7.200,12.024,153.0
1410,04/03/22 08:01:44 AM,7.200,12.024,157.2
1411,04/03/22 08:06:44 AM,2.412,6.012,154.4
1412,04/03/22 08:11:44 AM,3.600,7.200,175.5
1413,04/03/22 08:16:44 AM,3.600,6.012,181.1
1414,04/03/22 08:21:44 AM,3.600,6.012,176.9
1415,04/03/22 08:26:44 AM,2.412,3.600,155.8
1416,04/03/22 08:31:44 AM,2.412,4.824,154.4
1417,04/03/22 08:36:44 AM,2.412,4.824,154.4
1418,04/03/22 08:41:44 AM,3.600,7.200,162.9
1419,04/03/22 08:46:44 AM,6.012,7.200,157.2
1420,04/03/22 08:51:44 AM,6.012,8.424,169.9
1421,04/03/22 08:56:44 AM,6.012,7.200,160.0
1422,04/03/22 09:01:44 AM,4.824,8.424,189.5
1423,04/03/22 09:06:44 AM,6.012,10.836,162.9
1424,04/03/22 09:11:44 AM,2.412,8.424,167.1
1425,04/03/22 09:16:44 AM,3.600,8.424,195.1
1426,04/03/22 09:21:44 AM,7.200,14.436,144.6
1427,04/03/22 09:26:44 AM,6.012,10.836,162.9
1428,04/03/22 09:31:44 AM,8.424,10.836,182.5
1429,04/03/22 09:36:44 AM,7.200,12.024,153.0
1430,04/03/22 09:41:44 AM,8.424,12.024,140.4
1431,04/03/22 09:46:44 AM,8.424,14.436,146.0
1432,04/03/22 09:51:44 AM,8.424,13.212,230.2
1433,04/03/22 09:56:44 AM,9.612,12.024,207.8
1434,04/03/22 10:01:44 AM,10.836,14.436,179.7
1435,04/03/22 10:06:44 AM,10.836,13.212,172.7
1436,04/03/22 10:11:44 AM,10.836,14.436,169.9
1437,04/03/22 10:16:44 AM,10.836,15.624,176.9
1438,04/03/22 10:21:44 AM,15.624,20.448,154.4
1439,04/03/22 10:26:44 AM,14.436,19.224,174.1
1440,04/03/22 10:31:44 AM,13.212,19.224,157.2
1441,04/03/22 10:36:44 AM,14.436,19.224,160.0
1442,04/03/22 10:41:44 AM,14.436,20.448,157.2
1443,04/03/22 10:46:44 AM,13.212,19.224,155.8
1444,04/03/22 10:51:44 AM,14.436,20.448,157.2
1445,04/03/22 10:56:44 AM,16.848,21.636,175.5
1446,04/03/22 11:01:44 AM,14.436,20.448,174.1
1447,04/03/22 11:06:44 AM,13.212,21.636,165.7
1448,04/03/22 11:11:44 AM,13.212,21.636,153.0
1449,04/03/22 11:16:44 AM,12.024,20.448,171.3
1450,04/03/22 11:21:44 AM,14.436,26.460,172.7
1451,04/03/22 11:26:44 AM,15.624,25.236,164.3
1452,04/03/22 11:31:44 AM,18.036,28.872,154.4
1453,04/03/22 11:36:44 AM,15.624,24.048,160.0
1454,04/03/22 11:41:44 AM,13.212,20.448,157.2
1455,04/03/22 11:46:44 AM,13.212,19.224,167.1
1456,04/03/22 11:51:44 AM,14.436,20.448,167.1
1457,04/03/22 11:56:44 AM,12.024,21.636,165.7
1458,04/03/22 12:01:44 PM,10.836,19.224,167.1
1459,04/03/22 12:06:44 PM,10.836,21.636,167.1
1460,04/03/22 12:11:44 PM,10.836,21.636,167.1
1461,04/03/22 12:16:44 PM,8.424,16.848,178.3
1462,04/03/22 12:21:44 PM,12.024,20.448,179.7
1463,04/03/22 12:26:44 PM,6.012,12.024,202.2
1464,04/03/22 12:31:44 PM,4.824,9.612,161.5
1465,04/03/22 12:36:44 PM,9.612,16.848,161.5
1466,04/03/22 12:41:44 PM,7.200,24.048,162.9
1467,04/03/22 12:46:44 PM,16.848,32.472,178.3
1468,04/03/22 12:51:44 PM,19.224,28.872,174.1
1469,04/03/22 12:56:44 PM,15.624,31.248,168.5
1470,04/03/22 01:01:44 PM,13.212,21.636,165.7
1471,04/03/22 01:06:44 PM,13.212,24.048,174.1
1472,04/03/22 01:11:44 PM,14.436,27.648,172.7
1473,04/03/22 01:16:44 PM,13.212,24.048,169.9
1474,04/03/22 01:21:44 PM,12.024,24.048,195.1
1475,04/03/22 01:26:44 PM,21.636,37.260,181.1
1476,04/03/22 01:31:44 PM,21.636,30.060,174.1
1477,04/03/22 01:36:44 PM,21.636,32.472,176.9
1478,04/03/22 01:41:44 PM,20.448,28.872,175.5
1479,04/03/22 01:46:44 PM,16.848,28.872,182.5
1480,04/03/22 01:51:44 PM,8.424,20.448,167.1
1481,04/03/22 01:56:44 PM,7.200,20.448,172.7
1482,04/03/22 02:01:44 PM,15.624,27.648,178.3
1483,04/03/22 02:06:44 PM,20.448,39.672,174.1
1484,04/03/22 02:11:44 PM,18.036,28.872,155.8
1485,04/03/22 02:16:44 PM,9.612,25.236,157.2
1486,04/03/22 02:21:44 PM,4.824,13.212,155.8
1487,04/03/22 02:26:44 PM,6.012,12.024,155.8
1488,04/03/22 02:31:44 PM,8.424,19.224,154.4
1489,04/03/22 02:36:44 PM,20.448,30.060,154.4
1490,04/03/22 02:41:44 PM,22.860,45.684,157.2
1491,04/03/22 02:46:44 PM,14.436,25.236,161.5
1492,04/03/22 02:51:44 PM,20.448,37.260,154.4
1493,04/03/22 02:56:44 PM,15.624,27.648,155.8
1494,04/03/22 03:01:44 PM,24.048,39.672,154.4
1495,04/03/22 03:06:44 PM,22.860,33.660,155.8
1496,04/03/22 03:11:44 PM,16.848,25.236,151.6
1497,04/03/22 03:16:44 PM,20.448,32.472,154.4
1498,04/03/22 03:21:44 PM,10.836,18.036,155.8
1499,04/03/22 03:26:44 PM,4.824,10.836,158.6
1500,04/03/22 03:31:44 PM,12.024,31.248,176.9
1501,04/03/22 03:36:44 PM,21.636,28.872,160.0
1502,04/03/22 03:41:44 PM,18.036,32.472,158.6
1503,04/03/22 03:46:44 PM,8.424,15.624,157.2
1504,04/03/22 03:51:44 PM,12.024,37.260,150.2
1505,04/03/22 03:56:44 PM,18.036,33.660,157.2
1506,04/03/22 04:01:44 PM,18.036,32.472,153.0
1507,04/03/22 04:06:44 PM,25.236,39.672,154.4
1508,04/03/22 04:11:44 PM,26.460,39.672,155.8
1509,04/03/22 04:16:44 PM,20.448,40.860,157.2
1510,04/03/22 04:21:44 PM,18.036,37.260,154.4
1511,04/03/22 04:26:44 PM,18.036,34.848,154.4
1512,04/03/22 04:31:44 PM,28.872,45.684,154.4
1513,04/03/22 04:36:44 PM,31.248,44.496,155.8
1514,04/03/22 04:41:44 PM,33.660,44.496,154.4
1515,04/03/22 04:46:44 PM,27.648,46.872,155.8
1516,04/03/22 04:51:44 PM,25.236,39.672,158.6
1517,04/03/22 04:56:44 PM,21.636,33.660,157.2
1518,04/03/22 05:01:44 PM,21.636,33.660,161.5
1519,04/03/22 05:06:44 PM,21.636,37.260,164.3
1520,04/03/22 05:11:44 PM,26.460,37.260,160.0
1521,04/03/22 05:16:44 PM,22.860,34.848,158.6
1522,04/03/22 05:21:44 PM,27.648,44.496,164.3
1523,04/03/22 05:26:44 PM,27.648,44.496,162.9
1524,04/03/22 05:31:44 PM,31.248,43.272,165.7
1525,04/03/22 05:36:44 PM,20.448,44.496,158.6
1526,04/03/22 05:41:44 PM,25.236,38.484,161.5
1527,04/03/22 05:46:44 PM,33.660,44.496,161.5
1528,04/03/22 05:51:44 PM,20.448,33.660,161.5
1529,04/03/22 05:56:44 PM,26.460,44.496,162.9
1530,04/03/22 06:01:44 PM,28.872,38.484,161.5
1531,04/03/22 06:06:44 PM,26.460,40.860,160.0
1532,04/03/22 06:11:44 PM,28.872,40.860,162.9
1533,04/03/22 06:16:44 PM,24.048,33.660,160.0
1534,04/03/22 06:21:44 PM,27.648,43.272,160.0
1535,04/03/22 06:26:44 PM,28.872,34.848,160.0
1536,04/03/22 06:31:44 PM,30.060,38.484,164.3
1537,04/03/22 06:36:44 PM,36.072,48.096,162.9
1538,04/03/22 06:41:44 PM,32.472,40.860,161.5
1539,04/03/22 06:46:44 PM,30.060,39.672,162.9
1540,04/03/22 06:51:44 PM,31.248,38.484,162.9
1541,04/03/22 06:56:44 PM,28.872,36.072,161.5
1542,04/03/22 07:01:44 PM,32.472,39.672,161.5
1543,04/03/22 07:06:44 PM,31.248,42.084,162.9
1544,04/03/22 07:11:44 PM,32.472,44.496,162.9
1545,04/03/22 07:16:44 PM,26.460,34.848,160.0
1546,04/03/22 07:21:44 PM,31.248,42.084,162.9
1547,04/03/22 07:26:44 PM,31.248,37.260,160.0
