"Título de trazado: E2"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Dirección del viento, ø (LGR S/N: 20682654, SEN S/N: 20679482, LBL: N/S)"
471,03/19/22 07:58:48 AM,3.600,6.012,158.6
472,03/19/22 08:03:48 AM,2.412,7.200,158.6
473,03/19/22 08:08:48 AM,3.600,6.012,157.2
474,03/19/22 08:13:48 AM,2.412,4.824,155.8
475,03/19/22 08:18:48 AM,1.188,3.600,155.8
476,03/19/22 08:23:48 AM,1.188,4.824,155.8
477,03/19/22 08:28:48 AM,2.412,3.600,155.8
478,03/19/22 08:33:48 AM,0.000,3.600,160.0
479,03/19/22 08:38:48 AM,0.000,0.000,154.4
480,03/19/22 08:43:48 AM,0.000,1.188,161.5
481,03/19/22 08:48:48 AM,3.600,6.012,155.8
482,03/19/22 08:53:48 AM,3.600,6.012,155.8
483,03/19/22 08:58:48 AM,3.600,7.200,169.9
484,03/19/22 09:03:48 AM,2.412,6.012,172.7
485,03/19/22 09:08:48 AM,1.188,2.412,188.1
486,03/19/22 09:13:48 AM,1.188,3.600,167.1
487,03/19/22 09:18:48 AM,1.188,3.600,162.9
488,03/19/22 09:23:48 AM,1.188,2.412,165.7
489,03/19/22 09:28:48 AM,2.412,4.824,188.1
490,03/19/22 09:33:48 AM,2.412,6.012,161.5
491,03/19/22 09:38:48 AM,3.600,8.424,175.5
492,03/19/22 09:43:48 AM,6.012,9.612,169.9
493,03/19/22 09:48:48 AM,8.424,12.024,147.4
494,03/19/22 09:53:48 AM,6.012,10.836,127.8
495,03/19/22 09:58:48 AM,3.600,8.424,144.6
496,03/19/22 10:03:48 AM,3.600,7.200,124.9
497,03/19/22 10:08:48 AM,3.600,7.200,140.4
498,03/19/22 10:13:48 AM,3.600,7.200,148.8
499,03/19/22 10:18:48 AM,3.600,9.612,308.9
500,03/19/22 10:23:48 AM,3.600,7.200,219.0
501,03/19/22 10:28:48 AM,4.824,9.612,181.1
502,03/19/22 10:33:48 AM,4.824,9.612,162.9
503,03/19/22 10:38:48 AM,4.824,9.612,143.2
504,03/19/22 10:43:48 AM,4.824,9.612,119.3
505,03/19/22 10:48:48 AM,7.200,15.624,237.3
506,03/19/22 10:53:48 AM,8.424,13.212,157.2
507,03/19/22 10:58:48 AM,6.012,13.212,144.6
508,03/19/22 11:03:48 AM,7.200,15.624,146.0
509,03/19/22 11:08:48 AM,8.424,14.436,147.4
510,03/19/22 11:13:48 AM,8.424,15.624,146.0
511,03/19/22 11:18:48 AM,10.836,18.036,146.0
512,03/19/22 11:23:48 AM,9.612,16.848,139.0
513,03/19/22 11:28:48 AM,10.836,18.036,179.7
514,03/19/22 11:33:48 AM,13.212,20.448,189.5
515,03/19/22 11:38:48 AM,13.212,21.636,178.3
516,03/19/22 11:43:48 AM,12.024,19.224,164.3
517,03/19/22 11:48:48 AM,8.424,18.036,179.7
518,03/19/22 11:53:48 AM,10.836,18.036,165.7
519,03/19/22 11:58:48 AM,12.024,18.036,155.8
520,03/19/22 12:03:48 PM,10.836,19.224,158.6
521,03/19/22 12:08:48 PM,6.012,10.836,134.8
522,03/19/22 12:13:48 PM,9.612,16.848,146.0
523,03/19/22 12:18:48 PM,6.012,14.436,157.2
524,03/19/22 12:23:48 PM,8.424,20.448,175.5
525,03/19/22 12:28:48 PM,8.424,18.036,168.5
526,03/19/22 12:33:48 PM,7.200,12.024,143.2
527,03/19/22 12:38:48 PM,7.200,16.848,164.3
528,03/19/22 12:43:48 PM,9.612,15.624,171.3
529,03/19/22 12:48:48 PM,9.612,18.036,158.6
530,03/19/22 12:53:48 PM,7.200,16.848,158.6
531,03/19/22 12:58:48 PM,4.824,9.612,168.5
532,03/19/22 01:03:48 PM,10.836,14.436,146.0
533,03/19/22 01:08:48 PM,8.424,14.436,151.6
534,03/19/22 01:13:48 PM,12.024,18.036,148.8
535,03/19/22 01:18:48 PM,6.012,20.448,151.6
536,03/19/22 01:23:48 PM,7.200,13.212,153.0
537,03/19/22 01:28:48 PM,12.024,24.048,160.0
538,03/19/22 01:33:48 PM,10.836,18.036,158.6
539,03/19/22 01:38:48 PM,9.612,15.624,146.0
540,03/19/22 01:43:48 PM,8.424,19.224,160.0
541,03/19/22 01:48:48 PM,7.200,14.436,150.2
542,03/19/22 01:53:48 PM,12.024,21.636,168.5
543,03/19/22 01:58:48 PM,12.024,16.848,148.8
544,03/19/22 02:03:48 PM,13.212,19.224,148.8
545,03/19/22 02:08:48 PM,13.212,22.860,154.4
546,03/19/22 02:13:48 PM,18.036,26.460,167.1
547,03/19/22 02:18:48 PM,15.624,26.460,148.8
548,03/19/22 02:23:48 PM,20.448,30.060,160.0
549,03/19/22 02:28:48 PM,18.036,30.060,171.3
550,03/19/22 02:33:48 PM,19.224,28.872,165.7
551,03/19/22 02:38:48 PM,15.624,24.048,157.2
552,03/19/22 02:43:48 PM,20.448,28.872,155.8
553,03/19/22 02:48:48 PM,19.224,28.872,169.9
554,03/19/22 02:53:48 PM,16.848,24.048,160.0
555,03/19/22 02:58:48 PM,19.224,28.872,168.5
556,03/19/22 03:03:48 PM,15.624,26.460,162.9
557,03/19/22 03:08:48 PM,14.436,28.872,174.1
558,03/19/22 03:13:48 PM,15.624,25.236,162.9
559,03/19/22 03:18:48 PM,10.836,18.036,155.8
560,03/19/22 03:23:48 PM,16.848,28.872,154.4
561,03/19/22 03:28:48 PM,15.624,26.460,148.8
562,03/19/22 03:33:48 PM,14.436,24.048,147.4
563,03/19/22 03:38:48 PM,14.436,22.860,162.9
564,03/19/22 03:43:48 PM,9.612,18.036,148.8
565,03/19/22 03:48:48 PM,7.200,19.224,147.4
566,03/19/22 03:53:48 PM,7.200,12.024,151.6
567,03/19/22 03:58:48 PM,9.612,27.648,155.8
568,03/19/22 04:03:48 PM,16.848,42.084,154.4
569,03/19/22 04:08:48 PM,24.048,44.496,155.8
570,03/19/22 04:13:48 PM,22.860,43.272,155.8
571,03/19/22 04:18:48 PM,36.072,55.296,154.4
572,03/19/22 04:23:48 PM,30.060,44.496,157.2
573,03/19/22 04:28:48 PM,36.072,50.508,157.2
574,03/19/22 04:33:48 PM,33.660,48.096,155.8
575,03/19/22 04:38:48 PM,27.648,42.084,155.8
576,03/19/22 04:43:48 PM,28.872,38.484,154.4
577,03/19/22 04:48:48 PM,32.472,48.096,155.8
578,03/19/22 04:53:48 PM,31.248,43.272,155.8
579,03/19/22 04:58:48 PM,30.060,40.860,154.4
580,03/19/22 05:03:48 PM,31.248,40.860,154.4
581,03/19/22 05:08:48 PM,33.660,48.096,157.2
582,03/19/22 05:13:48 PM,31.248,42.084,157.2
583,03/19/22 05:18:48 PM,24.048,39.672,154.4
584,03/19/22 05:23:48 PM,34.848,48.096,155.8
585,03/19/22 05:28:48 PM,30.060,43.272,155.8
586,03/19/22 05:33:48 PM,37.260,49.284,154.4
587,03/19/22 05:38:48 PM,31.248,48.096,155.8
588,03/19/22 05:43:48 PM,34.848,44.496,155.8
589,03/19/22 05:48:48 PM,31.248,40.860,155.8
590,03/19/22 05:53:48 PM,28.872,39.672,155.8
591,03/19/22 05:58:48 PM,33.660,43.272,155.8
592,03/19/22 06:03:48 PM,34.848,44.496,157.2
593,03/19/22 06:08:48 PM,40.860,50.508,157.2
594,03/19/22 06:13:48 PM,32.472,49.284,157.2
595,03/19/22 06:18:48 PM,33.660,46.872,157.2
596,03/19/22 06:23:48 PM,32.472,39.672,155.8
597,03/19/22 06:28:48 PM,30.060,38.484,157.2
598,03/19/22 06:33:48 PM,28.872,42.084,155.8
599,03/19/22 06:38:48 PM,32.472,45.684,155.8
600,03/19/22 06:43:48 PM,27.648,38.484,157.2
601,03/19/22 06:48:48 PM,30.060,40.860,158.6
602,03/19/22 06:53:48 PM,26.460,34.848,157.2
603,03/19/22 06:58:48 PM,26.460,34.848,155.8
604,03/19/22 07:03:48 PM,26.460,36.072,157.2
605,03/19/22 07:08:48 PM,22.860,30.060,155.8
606,03/19/22 07:13:48 PM,22.860,33.660,155.8
607,03/19/22 07:18:48 PM,21.636,28.872,155.8
608,03/19/22 07:23:48 PM,24.048,32.472,155.8
609,03/19/22 07:28:48 PM,18.036,26.460,157.2
610,03/19/22 07:33:48 PM,21.636,30.060,155.8
611,03/19/22 07:38:48 PM,22.860,30.060,157.2
612,03/19/22 07:43:48 PM,24.048,32.472,157.2
613,03/19/22 07:48:48 PM,19.224,24.048,155.8
614,03/19/22 07:53:48 PM,21.636,28.872,157.2
615,03/19/22 07:58:48 PM,16.848,24.048,155.8
616,03/19/22 08:03:48 PM,18.036,22.860,157.2
617,03/19/22 08:08:48 PM,16.848,21.636,155.8
618,03/19/22 08:13:48 PM,13.212,16.848,157.2
619,03/19/22 08:18:48 PM,15.624,21.636,155.8
620,03/19/22 08:23:48 PM,16.848,26.460,158.6
621,03/19/22 08:28:48 PM,18.036,25.236,157.2
622,03/19/22 08:33:48 PM,15.624,27.648,157.2
623,03/19/22 08:38:48 PM,20.448,27.648,155.8
624,03/19/22 08:43:48 PM,20.448,27.648,155.8
625,03/19/22 08:48:48 PM,21.636,26.460,155.8
626,03/19/22 08:53:48 PM,25.236,31.248,155.8
627,03/19/22 08:58:48 PM,24.048,32.472,155.8
628,03/19/22 09:03:48 PM,26.460,39.672,155.8
629,03/19/22 09:08:48 PM,26.460,38.484,155.8
630,03/19/22 09:13:48 PM,25.236,31.248,155.8
631,03/19/22 09:18:48 PM,24.048,31.248,155.8
632,03/19/22 09:23:48 PM,24.048,30.060,155.8
633,03/19/22 09:28:48 PM,22.860,28.872,154.4
634,03/19/22 09:33:48 PM,24.048,32.472,157.2
635,03/19/22 09:38:48 PM,24.048,31.248,154.4
636,03/19/22 09:43:48 PM,20.448,30.060,154.4
637,03/19/22 09:48:48 PM,19.224,30.060,155.8
638,03/19/22 09:53:48 PM,19.224,27.648,154.4
639,03/19/22 09:58:48 PM,21.636,26.460,155.8
640,03/19/22 10:03:48 PM,25.236,33.660,155.8
641,03/19/22 10:08:48 PM,25.236,30.060,155.8
642,03/19/22 10:13:48 PM,25.236,31.248,155.8
643,03/19/22 10:18:48 PM,22.860,30.060,155.8
644,03/19/22 10:23:48 PM,25.236,34.848,155.8
645,03/19/22 10:28:48 PM,26.460,36.072,157.2
646,03/19/22 10:33:48 PM,22.860,27.648,157.2
647,03/19/22 10:38:48 PM,25.236,45.684,155.8
648,03/19/22 10:43:48 PM,25.236,31.248,155.8
649,03/19/22 10:48:48 PM,26.460,32.472,155.8
650,03/19/22 10:53:48 PM,21.636,32.472,157.2
651,03/19/22 10:58:48 PM,18.036,26.460,160.0
652,03/19/22 11:03:48 PM,18.036,21.636,157.2
653,03/19/22 11:08:48 PM,15.624,20.448,157.2
654,03/19/22 11:13:48 PM,19.224,28.872,162.9
655,03/19/22 11:18:48 PM,14.436,15.624,157.2
656,03/19/22 11:23:48 PM,13.212,15.624,158.6
657,03/19/22 11:28:48 PM,13.212,16.848,155.8
658,03/19/22 11:33:48 PM,10.836,13.212,155.8
659,03/19/22 11:38:48 PM,9.612,14.436,168.5
660,03/19/22 11:43:48 PM,2.412,7.200,160.0
661,03/19/22 11:48:48 PM,3.600,6.012,157.2
662,03/19/22 11:53:48 PM,8.424,13.212,150.2
663,03/19/22 11:58:48 PM,12.024,14.436,143.2
664,03/20/22 12:03:48 AM,9.612,10.836,147.4
665,03/20/22 12:08:48 AM,6.012,9.612,146.0
666,03/20/22 12:13:48 AM,3.600,8.424,122.1
667,03/20/22 12:18:48 AM,7.200,12.024,160.0
668,03/20/22 12:23:48 AM,4.824,10.836,162.9
669,03/20/22 12:28:48 AM,4.824,9.612,172.7
670,03/20/22 12:33:48 AM,10.836,13.212,167.1
671,03/20/22 12:38:48 AM,6.012,9.612,179.7
672,03/20/22 12:43:48 AM,12.024,15.624,165.7
673,03/20/22 12:48:48 AM,14.436,16.848,157.2
674,03/20/22 12:53:48 AM,14.436,20.448,158.6
675,03/20/22 12:58:48 AM,15.624,19.224,158.6
676,03/20/22 01:03:48 AM,14.436,19.224,158.6
677,03/20/22 01:08:48 AM,20.448,25.236,158.6
678,03/20/22 01:13:48 AM,20.448,25.236,157.2
679,03/20/22 01:18:48 AM,19.224,24.048,157.2
680,03/20/22 01:23:48 AM,21.636,26.460,157.2
681,03/20/22 01:28:48 AM,25.236,31.248,155.8
682,03/20/22 01:33:48 AM,24.048,27.648,155.8
683,03/20/22 01:38:48 AM,24.048,28.872,157.2
684,03/20/22 01:43:48 AM,21.636,26.460,157.2
685,03/20/22 01:48:48 AM,20.448,24.048,155.8
686,03/20/22 01:53:48 AM,19.224,22.860,158.6
687,03/20/22 01:58:48 AM,19.224,22.860,158.6
688,03/20/22 02:03:48 AM,19.224,21.636,158.6
689,03/20/22 02:08:48 AM,16.848,21.636,157.2
690,03/20/22 02:13:48 AM,18.036,20.448,158.6
691,03/20/22 02:18:48 AM,19.224,22.860,161.5
692,03/20/22 02:23:48 AM,20.448,26.460,160.0
693,03/20/22 02:28:48 AM,19.224,21.636,158.6
694,03/20/22 02:33:48 AM,19.224,22.860,161.5
695,03/20/22 02:38:48 AM,20.448,24.048,161.5
696,03/20/22 02:43:48 AM,20.448,25.236,164.3
697,03/20/22 02:48:48 AM,20.448,24.048,161.5
698,03/20/22 02:53:48 AM,22.860,26.460,162.9
699,03/20/22 02:58:48 AM,21.636,25.236,162.9
700,03/20/22 03:03:48 AM,20.448,22.860,160.0
701,03/20/22 03:08:48 AM,20.448,22.860,161.5
702,03/20/22 03:13:48 AM,18.036,20.448,161.5
703,03/20/22 03:18:48 AM,14.436,15.624,157.2
704,03/20/22 03:23:48 AM,14.436,16.848,168.5
705,03/20/22 03:28:48 AM,14.436,15.624,158.6
706,03/20/22 03:33:48 AM,14.436,16.848,157.2
707,03/20/22 03:38:48 AM,12.024,15.624,160.0
708,03/20/22 03:43:48 AM,8.424,14.436,161.5
709,03/20/22 03:48:48 AM,8.424,14.436,155.8
710,03/20/22 03:53:48 AM,9.612,15.624,154.4
711,03/20/22 03:58:48 AM,8.424,10.836,157.2
712,03/20/22 04:03:48 AM,9.612,12.024,160.0
713,03/20/22 04:08:48 AM,8.424,10.836,157.2
714,03/20/22 04:13:48 AM,8.424,13.212,154.4
715,03/20/22 04:18:48 AM,8.424,14.436,155.8
716,03/20/22 04:23:48 AM,2.412,7.200,164.3
717,03/20/22 04:28:48 AM,3.600,9.612,155.8
718,03/20/22 04:33:48 AM,8.424,12.024,155.8
719,03/20/22 04:38:48 AM,9.612,14.436,154.4
720,03/20/22 04:43:48 AM,10.836,15.624,155.8
721,03/20/22 04:48:48 AM,10.836,13.212,155.8
722,03/20/22 04:53:48 AM,4.824,12.024,155.8
723,03/20/22 04:58:48 AM,6.012,9.612,151.6
724,03/20/22 05:03:48 AM,7.200,10.836,141.8
725,03/20/22 05:08:48 AM,1.188,6.012,146.0
726,03/20/22 05:13:48 AM,2.412,6.012,150.2
727,03/20/22 05:18:48 AM,1.188,3.600,154.4
728,03/20/22 05:23:48 AM,3.600,7.200,148.8
729,03/20/22 05:28:48 AM,3.600,6.012,154.4
730,03/20/22 05:33:48 AM,2.412,4.824,154.4
731,03/20/22 05:38:48 AM,4.824,7.200,154.4
732,03/20/22 05:43:48 AM,6.012,7.200,153.0
733,03/20/22 05:48:48 AM,4.824,8.424,154.4
734,03/20/22 05:53:48 AM,4.824,8.424,155.8
735,03/20/22 05:58:48 AM,4.824,8.424,157.2
736,03/20/22 06:03:48 AM,4.824,8.424,155.8
737,03/20/22 06:08:48 AM,6.012,9.612,154.4
738,03/20/22 06:13:48 AM,8.424,12.024,155.8
739,03/20/22 06:18:48 AM,8.424,10.836,158.6
740,03/20/22 06:23:48 AM,9.612,12.024,158.6
741,03/20/22 06:28:48 AM,6.012,9.612,158.6
742,03/20/22 06:33:48 AM,3.600,7.200,161.5
743,03/20/22 06:38:48 AM,4.824,6.012,157.2
744,03/20/22 06:43:48 AM,6.012,8.424,167.1
745,03/20/22 06:48:48 AM,6.012,10.836,161.5
746,03/20/22 06:53:48 AM,8.424,9.612,160.0
747,03/20/22 06:58:48 AM,8.424,10.836,161.5
748,03/20/22 07:03:48 AM,7.200,9.612,160.0
749,03/20/22 07:08:48 AM,4.824,8.424,158.6
750,03/20/22 07:13:48 AM,8.424,12.024,160.0
751,03/20/22 07:18:48 AM,9.612,12.024,155.8
752,03/20/22 07:23:48 AM,8.424,13.212,157.2
753,03/20/22 07:28:48 AM,2.412,4.824,158.6
754,03/20/22 07:33:48 AM,0.000,3.600,154.4
755,03/20/22 07:38:48 AM,0.000,0.000,157.2
756,03/20/22 07:43:48 AM,0.000,0.000,157.2
757,03/20/22 07:48:48 AM,3.600,4.824,154.4
758,03/20/22 07:53:48 AM,3.600,6.012,157.2
759,03/20/22 07:58:48 AM,3.600,4.824,154.4
760,03/20/22 08:03:48 AM,2.412,6.012,162.9
761,03/20/22 08:08:48 AM,0.000,0.000,160.0
762,03/20/22 08:13:48 AM,0.000,0.000,157.2
763,03/20/22 08:18:48 AM,1.188,3.600,168.5
764,03/20/22 08:23:48 AM,0.000,2.412,158.6
765,03/20/22 08:28:48 AM,3.600,4.824,164.3
766,03/20/22 08:33:48 AM,2.412,4.824,157.2
767,03/20/22 08:38:48 AM,0.000,2.412,172.7
768,03/20/22 08:43:48 AM,0.000,2.412,158.6
769,03/20/22 08:48:48 AM,0.000,1.188,155.8
770,03/20/22 08:53:48 AM,0.000,0.000,165.7
771,03/20/22 08:58:48 AM,1.188,4.824,157.2
772,03/20/22 09:03:48 AM,1.188,3.600,157.2
773,03/20/22 09:08:48 AM,1.188,3.600,157.2
774,03/20/22 09:13:48 AM,0.000,0.000,160.0
775,03/20/22 09:18:48 AM,0.000,0.000,158.6
776,03/20/22 09:23:48 AM,0.000,0.000,158.6
777,03/20/22 09:28:48 AM,0.000,0.000,161.5
778,03/20/22 09:33:48 AM,0.000,0.000,164.3
779,03/20/22 09:38:48 AM,2.412,6.012,161.5
780,03/20/22 09:43:48 AM,1.188,4.824,160.0
781,03/20/22 09:48:48 AM,1.188,2.412,186.7
782,03/20/22 09:53:48 AM,0.000,0.000,162.9
783,03/20/22 09:58:48 AM,1.188,3.600,161.5
784,03/20/22 10:03:48 AM,4.824,7.200,157.2
785,03/20/22 10:08:48 AM,2.412,7.200,154.4
786,03/20/22 10:13:48 AM,6.012,12.024,172.7
787,03/20/22 10:18:48 AM,8.424,13.212,165.7
788,03/20/22 10:23:48 AM,6.012,12.024,157.2
789,03/20/22 10:28:48 AM,4.824,10.836,151.6
790,03/20/22 10:33:48 AM,4.824,10.836,144.6
791,03/20/22 10:38:48 AM,6.012,13.212,169.9
792,03/20/22 10:43:48 AM,8.424,12.024,195.1
793,03/20/22 10:48:48 AM,4.824,8.424,160.0
794,03/20/22 10:53:48 AM,7.200,15.624,157.2
795,03/20/22 10:58:48 AM,8.424,18.036,192.3
796,03/20/22 11:03:48 AM,9.612,15.624,153.0
797,03/20/22 11:08:48 AM,10.836,16.848,182.5
798,03/20/22 11:13:48 AM,12.024,18.036,186.7
799,03/20/22 11:18:48 AM,10.836,18.036,196.5
800,03/20/22 11:23:48 AM,10.836,15.624,161.5
801,03/20/22 11:28:48 AM,12.024,19.224,167.1
802,03/20/22 11:33:48 AM,9.612,15.624,165.7
803,03/20/22 11:38:48 AM,13.212,19.224,165.7
804,03/20/22 11:43:48 AM,13.212,20.448,178.3
805,03/20/22 11:48:48 AM,8.424,16.848,154.4
806,03/20/22 11:53:48 AM,12.024,18.036,151.6
807,03/20/22 11:58:48 AM,13.212,21.636,148.8
808,03/20/22 12:03:48 PM,10.836,20.448,155.8
809,03/20/22 12:08:48 PM,12.024,21.636,175.5
810,03/20/22 12:13:48 PM,8.424,15.624,183.9
811,03/20/22 12:18:48 PM,9.612,16.848,169.9
812,03/20/22 12:23:48 PM,4.824,12.024,219.0
813,03/20/22 12:28:48 PM,13.212,24.048,174.1
814,03/20/22 12:33:48 PM,7.200,13.212,150.2
815,03/20/22 12:38:48 PM,14.436,30.060,174.1
816,03/20/22 12:43:48 PM,13.212,32.472,161.5
817,03/20/22 12:48:48 PM,8.424,19.224,155.8
818,03/20/22 12:53:48 PM,13.212,27.648,171.3
819,03/20/22 12:58:48 PM,10.836,20.448,164.3
820,03/20/22 01:03:48 PM,9.612,21.636,172.7
821,03/20/22 01:08:48 PM,15.624,25.236,182.5
822,03/20/22 01:13:48 PM,9.612,21.636,168.5
823,03/20/22 01:18:48 PM,4.824,10.836,153.0
824,03/20/22 01:23:48 PM,8.424,16.848,148.8
825,03/20/22 01:28:48 PM,10.836,19.224,160.0
826,03/20/22 01:33:48 PM,12.024,20.448,172.7
827,03/20/22 01:38:48 PM,14.436,25.236,181.1
828,03/20/22 01:43:48 PM,9.612,18.036,160.0
829,03/20/22 01:48:48 PM,20.448,32.472,175.5
830,03/20/22 01:53:48 PM,19.224,28.872,179.7
831,03/20/22 01:58:48 PM,16.848,26.460,176.9
832,03/20/22 02:03:48 PM,14.436,27.648,174.1
833,03/20/22 02:08:48 PM,18.036,36.072,169.9
834,03/20/22 02:13:48 PM,15.624,34.848,172.7
835,03/20/22 02:18:48 PM,18.036,27.648,168.5
836,03/20/22 02:23:48 PM,15.624,32.472,175.5
837,03/20/22 02:28:48 PM,19.224,31.248,172.7
838,03/20/22 02:33:48 PM,16.848,30.060,154.4
839,03/20/22 02:38:48 PM,16.848,25.236,167.1
840,03/20/22 02:43:48 PM,10.836,20.448,147.4
841,03/20/22 02:48:48 PM,18.036,26.460,167.1
842,03/20/22 02:53:48 PM,10.836,25.236,161.5
843,03/20/22 02:58:48 PM,19.224,30.060,162.9
844,03/20/22 03:03:48 PM,22.860,33.660,172.7
845,03/20/22 03:08:48 PM,16.848,32.472,181.1
846,03/20/22 03:13:48 PM,10.836,28.872,181.1
847,03/20/22 03:18:48 PM,4.824,14.436,181.1
848,03/20/22 03:23:48 PM,13.212,27.648,179.7
849,03/20/22 03:28:48 PM,22.860,32.472,157.2
850,03/20/22 03:33:48 PM,25.236,43.272,157.2
851,03/20/22 03:38:48 PM,34.848,46.872,157.2
852,03/20/22 03:43:48 PM,25.236,37.260,155.8
853,03/20/22 03:48:48 PM,26.460,46.872,155.8
854,03/20/22 03:53:48 PM,31.248,44.496,154.4
855,03/20/22 03:58:48 PM,19.224,32.472,157.2
856,03/20/22 04:03:48 PM,33.660,54.108,157.2
857,03/20/22 04:08:48 PM,34.848,57.708,158.6
858,03/20/22 04:13:48 PM,28.872,49.284,157.2
859,03/20/22 04:18:48 PM,34.848,56.520,158.6
860,03/20/22 04:23:48 PM,34.848,48.096,155.8
861,03/20/22 04:28:48 PM,31.248,52.884,158.6
862,03/20/22 04:33:48 PM,39.672,56.520,157.2
863,03/20/22 04:38:48 PM,37.260,48.096,157.2
864,03/20/22 04:43:48 PM,33.660,46.872,157.2
865,03/20/22 04:48:48 PM,34.848,48.096,158.6
866,03/20/22 04:53:48 PM,37.260,51.696,158.6
867,03/20/22 04:58:48 PM,38.484,51.696,158.6
868,03/20/22 05:03:48 PM,39.672,62.532,158.6
869,03/20/22 05:08:48 PM,34.848,48.096,158.6
870,03/20/22 05:13:48 PM,33.660,51.696,160.0
871,03/20/22 05:18:48 PM,32.472,51.696,157.2
872,03/20/22 05:23:48 PM,34.848,51.696,160.0
873,03/20/22 05:28:48 PM,34.848,45.684,158.6
874,03/20/22 05:33:48 PM,40.860,62.532,158.6
875,03/20/22 05:38:48 PM,44.496,60.120,157.2
876,03/20/22 05:43:48 PM,43.272,58.896,158.6
877,03/20/22 05:48:48 PM,38.484,49.284,157.2
878,03/20/22 05:53:48 PM,38.484,56.520,157.2
879,03/20/22 05:58:48 PM,37.260,52.884,155.8
880,03/20/22 06:03:48 PM,40.860,54.108,157.2
881,03/20/22 06:08:48 PM,36.072,55.296,158.6
882,03/20/22 06:13:48 PM,39.672,50.508,161.5
883,03/20/22 06:18:48 PM,38.484,46.872,160.0
884,03/20/22 06:23:48 PM,34.848,51.696,161.5
885,03/20/22 06:28:48 PM,34.848,46.872,158.6
886,03/20/22 06:33:48 PM,31.248,43.272,158.6
887,03/20/22 06:38:48 PM,37.260,46.872,158.6
888,03/20/22 06:43:48 PM,32.472,46.872,158.6
889,03/20/22 06:48:48 PM,31.248,44.496,158.6
890,03/20/22 06:53:48 PM,36.072,45.684,158.6
891,03/20/22 06:58:48 PM,36.072,45.684,158.6
892,03/20/22 07:03:48 PM,34.848,43.272,157.2
893,03/20/22 07:08:48 PM,32.472,42.084,157.2
894,03/20/22 07:13:48 PM,30.060,39.672,160.0
895,03/20/22 07:18:48 PM,31.248,39.672,157.2
896,03/20/22 07:23:48 PM,30.060,39.672,157.2
897,03/20/22 07:28:48 PM,31.248,38.484,155.8
898,03/20/22 07:33:48 PM,25.236,32.472,155.8
899,03/20/22 07:38:48 PM,26.460,33.660,157.2
900,03/20/22 07:43:48 PM,26.460,33.660,158.6
901,03/20/22 07:48:48 PM,19.224,30.060,158.6
902,03/20/22 07:53:48 PM,25.236,33.660,160.0
903,03/20/22 07:58:48 PM,22.860,31.248,158.6
904,03/20/22 08:03:48 PM,22.860,33.660,157.2
905,03/20/22 08:08:48 PM,16.848,31.248,158.6
906,03/20/22 08:13:48 PM,15.624,25.236,160.0
907,03/20/22 08:18:48 PM,15.624,26.460,157.2
908,03/20/22 08:23:48 PM,18.036,31.248,160.0
909,03/20/22 08:28:48 PM,19.224,28.872,157.2
910,03/20/22 08:33:48 PM,16.848,24.048,157.2
911,03/20/22 08:38:48 PM,15.624,21.636,157.2
912,03/20/22 08:43:48 PM,12.024,16.848,155.8
913,03/20/22 08:48:48 PM,9.612,16.848,155.8
914,03/20/22 08:53:48 PM,13.212,16.848,154.4
915,03/20/22 08:58:48 PM,19.224,31.248,157.2
916,03/20/22 09:03:48 PM,19.224,27.648,155.8
917,03/20/22 09:08:48 PM,21.636,30.060,155.8
918,03/20/22 09:13:48 PM,22.860,28.872,155.8
919,03/20/22 09:18:48 PM,25.236,34.848,155.8
920,03/20/22 09:23:48 PM,26.460,37.260,155.8
921,03/20/22 09:28:48 PM,30.060,39.672,155.8
922,03/20/22 09:33:48 PM,26.460,34.848,155.8
923,03/20/22 09:38:48 PM,19.224,27.648,157.2
924,03/20/22 09:43:48 PM,16.848,21.636,155.8
925,03/20/22 09:48:48 PM,13.212,19.224,158.6
926,03/20/22 09:53:48 PM,12.024,21.636,158.6
927,03/20/22 09:58:48 PM,15.624,24.048,158.6
928,03/20/22 10:03:48 PM,10.836,15.624,158.6
929,03/20/22 10:08:48 PM,13.212,16.848,157.2
930,03/20/22 10:13:48 PM,12.024,19.224,157.2
931,03/20/22 10:18:48 PM,10.836,13.212,158.6
932,03/20/22 10:23:48 PM,9.612,13.212,158.6
933,03/20/22 10:28:48 PM,15.624,20.448,164.3
934,03/20/22 10:33:48 PM,13.212,19.224,164.3
935,03/20/22 10:38:48 PM,12.024,18.036,158.6
936,03/20/22 10:43:48 PM,10.836,15.624,160.0
937,03/20/22 10:48:48 PM,14.436,16.848,161.5
938,03/20/22 10:53:48 PM,10.836,13.212,161.5
939,03/20/22 10:58:48 PM,12.024,18.036,160.0
940,03/20/22 11:03:48 PM,14.436,19.224,157.2
941,03/20/22 11:08:48 PM,15.624,18.036,160.0
942,03/20/22 11:13:48 PM,18.036,19.224,160.0
943,03/20/22 11:18:48 PM,16.848,18.036,158.6
944,03/20/22 11:23:48 PM,16.848,19.224,160.0
945,03/20/22 11:28:48 PM,15.624,18.036,157.2
946,03/20/22 11:33:48 PM,16.848,20.448,158.6
